starting_point_id,dropping_point_id,pickup_time,dropoff_time,duration,pickup_time_sec
138,189,2019-03-20 21:06:51,2019-03-20 21:30:05,23,76011
138,189,2019-03-20 21:39:50,2019-03-20 22:00:56,21,77990
138,189,2019-03-20 21:14:02,2019-03-20 21:37:57,23,76442
138,189,2019-03-20 21:10:39,2019-03-20 21:34:28,23,76239
138,189,2019-03-20 21:22:23,2019-03-20 21:49:16,26,76943
138,189,2019-03-20 22:05:20,2019-03-20 22:29:03,23,79520
138,189,2019-03-20 22:53:36,2019-03-20 23:16:38,23,82416
138,189,2019-03-21 13:02:00,2019-03-21 13:47:40,45,46920
138,189,2019-03-21 13:55:45,2019-03-21 14:30:49,35,50145
138,189,2019-03-21 17:59:55,2019-03-21 18:56:06,56,64795
138,189,2019-03-21 17:03:02,2019-03-21 17:59:59,56,61382
138,189,2019-03-21 18:07:50,2019-03-21 19:05:37,57,65270
138,189,2019-03-21 18:51:41,2019-03-21 19:27:40,35,67901
138,189,2019-03-21 18:16:40,2019-03-21 19:07:41,51,65800
138,189,2019-03-21 18:42:22,2019-03-21 19:30:57,48,67342
138,189,2019-03-21 18:59:21,2019-03-21 19:38:08,38,68361
138,189,2019-03-21 18:24:51,2019-03-21 19:09:35,44,66291
138,189,2019-03-21 18:43:07,2019-03-21 19:19:41,36,67387
138,189,2019-03-21 19:27:11,2019-03-21 20:00:26,33,70031
138,189,2019-03-21 19:55:21,2019-03-21 20:29:27,34,71721
138,189,2019-03-21 19:25:32,2019-03-21 19:56:40,31,69932
138,189,2019-03-21 20:36:33,2019-03-21 21:09:01,32,74193
138,189,2019-03-21 20:02:35,2019-03-21 20:28:37,26,72155
138,189,2019-03-21 20:50:23,2019-03-21 21:25:46,35,75023
138,189,2019-03-21 20:29:56,2019-03-21 20:56:12,26,73796
138,189,2019-03-21 21:11:05,2019-03-21 21:42:49,31,76265
138,189,2019-03-21 22:44:42,2019-03-21 23:18:36,33,81882
138,189,2019-03-21 22:37:04,2019-03-21 23:05:54,28,81424
138,189,2019-03-21 22:33:53,2019-03-21 23:02:34,28,81233
138,189,2019-03-22 12:33:51,2019-03-22 13:10:05,36,45231
138,189,2019-03-22 12:44:34,2019-03-22 13:26:59,42,45874
138,189,2019-03-22 12:26:34,2019-03-22 13:02:27,35,44794
138,189,2019-03-22 12:34:06,2019-03-22 13:08:52,34,45246
138,189,2019-03-22 13:30:25,2019-03-22 14:04:04,33,48625
138,189,2019-03-22 13:17:43,2019-03-22 13:55:53,38,47863
138,189,2019-03-22 13:09:13,2019-03-22 13:38:19,29,47353
138,189,2019-03-22 13:44:24,2019-03-22 14:29:02,44,49464
138,189,2019-03-22 15:54:15,2019-03-22 16:48:33,54,57255
138,189,2019-03-22 16:38:40,2019-03-22 17:30:50,52,59920
138,189,2019-03-22 16:12:26,2019-03-22 16:59:10,46,58346
138,189,2019-03-22 17:03:37,2019-03-22 17:59:59,56,61417
138,189,2019-03-22 17:12:36,2019-03-22 18:05:07,52,61956
138,189,2019-03-22 20:58:58,2019-03-22 21:28:35,29,75538
138,189,2019-03-22 20:02:09,2019-03-22 20:35:42,33,72129
138,189,2019-03-22 23:35:33,2019-03-23 00:05:16,29,84933
138,189,2019-03-22 23:42:20,2019-03-23 00:06:53,24,85340
138,189,2019-03-22 23:52:16,2019-03-23 00:17:52,25,85936
138,189,2019-03-22 23:45:57,2019-03-23 00:10:53,24,85557
138,189,2019-03-23 00:31:02,2019-03-23 00:56:03,25,1862
138,189,2019-03-23 04:45:59,2019-03-23 05:06:15,20,17159
138,189,2019-03-23 08:45:08,2019-03-23 09:15:03,29,31508
138,189,2019-03-23 09:32:20,2019-03-23 10:18:12,45,34340
138,189,2019-03-23 11:11:10,2019-03-23 11:42:17,31,40270
138,189,2019-03-23 11:05:35,2019-03-23 11:39:09,33,39935
138,189,2019-03-23 12:26:20,2019-03-23 12:55:07,28,44780
138,189,2019-03-23 13:49:44,2019-03-23 14:32:30,42,49784
138,189,2019-03-23 13:29:50,2019-03-23 14:04:08,34,48590
138,189,2019-03-23 14:12:23,2019-03-23 14:54:05,41,51143
138,189,2019-03-23 16:14:29,2019-03-23 16:50:11,35,58469
138,189,2019-03-23 16:29:54,2019-03-23 17:07:31,37,59394
138,189,2019-03-23 16:47:57,2019-03-23 17:23:08,35,60477
138,189,2019-03-23 17:25:09,2019-03-23 18:01:02,35,62709
138,189,2019-03-23 17:46:21,2019-03-23 18:24:20,37,63981
138,189,2019-03-23 18:52:05,2019-03-23 19:29:53,37,67925
138,189,2019-03-23 19:52:46,2019-03-23 20:19:21,26,71566
138,189,2019-03-23 19:29:25,2019-03-23 20:00:16,30,70165
138,189,2019-03-23 21:01:15,2019-03-23 21:32:58,31,75675
138,189,2019-03-23 21:15:27,2019-03-23 21:48:35,33,76527
138,189,2019-03-24 10:34:27,2019-03-24 11:13:07,38,38067
138,189,2019-03-24 13:25:53,2019-03-24 14:03:26,37,48353
138,189,2019-03-24 13:27:17,2019-03-24 14:02:47,35,48437
138,189,2019-03-24 13:49:53,2019-03-24 14:23:43,33,49793
138,189,2019-03-24 14:58:16,2019-03-24 15:40:45,42,53896
138,189,2019-03-24 15:50:03,2019-03-24 16:28:56,38,57003
138,189,2019-03-24 15:27:41,2019-03-24 16:22:53,55,55661
138,189,2019-03-24 16:50:54,2019-03-24 17:30:38,39,60654
138,189,2019-03-24 16:32:50,2019-03-24 17:06:31,33,59570
138,189,2019-03-24 16:26:22,2019-03-24 16:58:49,32,59182
138,189,2019-03-24 17:02:57,2019-03-24 17:40:40,37,61377
138,189,2019-03-24 17:40:51,2019-03-24 18:21:34,40,63651
138,189,2019-03-24 17:50:59,2019-03-24 18:26:58,35,64259
138,189,2019-03-24 17:56:13,2019-03-24 18:34:32,38,64573
138,189,2019-03-24 17:52:31,2019-03-24 18:24:30,31,64351
138,189,2019-03-24 17:07:41,2019-03-24 17:51:19,43,61661
138,189,2019-03-24 19:15:58,2019-03-24 19:48:07,32,69358
138,189,2019-03-24 19:57:17,2019-03-24 20:33:26,36,71837
138,189,2019-03-24 20:26:10,2019-03-24 20:54:50,28,73570
138,189,2019-03-24 20:11:09,2019-03-24 20:41:30,30,72669
138,189,2019-03-24 21:53:28,2019-03-24 22:21:29,28,78808
138,189,2019-03-24 21:40:36,2019-03-24 22:11:50,31,78036
138,189,2019-03-24 21:44:10,2019-03-24 22:11:09,26,78250
138,189,2019-03-24 22:02:22,2019-03-24 22:35:08,32,79342
138,189,2019-03-24 23:28:00,2019-03-24 23:49:50,21,84480
138,189,2019-03-24 23:54:24,2019-03-25 00:18:20,23,86064
138,189,2019-03-24 23:15:53,2019-03-24 23:36:39,20,83753
138,189,2019-03-25 00:27:03,2019-03-25 00:48:32,21,1623
138,189,2019-03-25 00:20:30,2019-03-25 00:42:16,21,1230
138,189,2019-03-25 08:57:07,2019-03-25 09:42:37,45,32227
138,189,2019-03-25 09:11:11,2019-03-25 09:53:45,42,33071
138,189,2019-03-25 12:37:08,2019-03-25 13:05:15,28,45428
138,189,2019-03-25 13:05:54,2019-03-25 13:38:45,32,47154
138,189,2019-03-25 14:07:41,2019-03-25 14:51:42,44,50861
138,189,2019-03-25 14:59:06,2019-03-25 15:40:12,41,53946
138,189,2019-03-25 16:39:12,2019-03-25 17:14:22,35,59952
138,189,2019-03-25 17:08:21,2019-03-25 17:50:08,41,61701
138,189,2019-03-25 17:05:21,2019-03-25 17:48:41,43,61521
138,189,2019-03-25 17:00:41,2019-03-25 17:46:39,45,61241
138,189,2019-03-25 19:34:06,2019-03-25 20:11:20,37,70446
138,189,2019-03-25 20:10:33,2019-03-25 20:34:34,24,72633
138,189,2019-03-25 20:12:29,2019-03-25 20:40:34,28,72749
138,189,2019-03-25 20:10:39,2019-03-25 20:37:35,26,72639
138,189,2019-03-25 20:11:46,2019-03-25 20:39:15,27,72706
138,189,2019-03-25 20:40:09,2019-03-25 21:03:49,23,74409
138,189,2019-03-25 22:14:27,2019-03-25 22:36:23,21,80067
138,189,2019-03-25 22:10:46,2019-03-25 22:35:31,24,79846
138,189,2019-03-25 22:04:15,2019-03-25 22:27:21,23,79455
138,189,2019-03-25 22:41:26,2019-03-25 23:09:42,28,81686
138,189,2019-03-25 22:17:58,2019-03-25 22:41:16,23,80278
138,189,2019-03-25 23:28:36,2019-03-25 23:52:15,23,84516
138,189,2019-03-25 23:31:55,2019-03-25 23:58:03,26,84715
138,189,2019-03-26 00:13:42,2019-03-26 00:33:55,20,822
138,189,2019-03-26 08:59:24,2019-03-26 09:46:44,47,32364
138,189,2019-03-26 14:24:29,2019-03-26 15:01:46,37,51869
138,189,2019-03-26 15:46:03,2019-03-26 16:27:43,41,56763
138,189,2019-03-26 15:31:39,2019-03-26 16:21:54,50,55899
138,189,2019-03-26 15:48:40,2019-03-26 16:37:21,48,56920
138,189,2019-03-26 16:42:48,2019-03-26 17:36:17,53,60168
138,189,2019-03-26 16:22:09,2019-03-26 17:17:43,55,58929
138,189,2019-03-26 16:03:40,2019-03-26 16:44:16,40,57820
138,189,2019-03-26 16:11:15,2019-03-26 16:59:19,48,58275
138,189,2019-03-26 17:25:11,2019-03-26 18:19:56,54,62711
138,189,2019-03-26 18:11:05,2019-03-26 18:48:53,37,65465
138,189,2019-03-26 18:31:16,2019-03-26 19:00:19,29,66676
138,189,2019-03-26 19:34:45,2019-03-26 20:06:11,31,70485
138,189,2019-03-26 20:21:28,2019-03-26 20:48:53,27,73288
138,189,2019-03-26 20:07:13,2019-03-26 20:34:52,27,72433
138,189,2019-03-26 22:26:39,2019-03-26 22:51:36,24,80799
138,189,2019-03-26 22:23:13,2019-03-26 22:42:37,19,80593
138,189,2019-03-26 22:50:35,2019-03-26 23:15:19,24,82235
138,189,2019-03-27 00:40:45,2019-03-27 01:00:57,20,2445
138,189,2019-03-27 00:15:37,2019-03-27 00:39:58,24,937
138,189,2019-03-27 00:07:34,2019-03-27 00:30:55,23,454
138,189,2019-03-27 09:57:03,2019-03-27 10:30:23,33,35823
138,189,2019-03-27 10:38:22,2019-03-27 11:22:46,44,38302
138,189,2019-03-27 11:14:39,2019-03-27 11:41:04,26,40479
138,189,2019-03-27 11:59:00,2019-03-27 12:24:01,25,43140
138,189,2019-03-27 13:12:55,2019-03-27 13:52:23,39,47575
138,189,2019-03-27 14:55:50,2019-03-27 15:45:53,50,53750
138,189,2019-03-27 15:56:45,2019-03-27 16:45:57,49,57405
138,189,2019-03-27 15:13:22,2019-03-27 16:02:30,49,54802
138,189,2019-03-27 16:08:27,2019-03-27 17:02:33,54,58107
138,189,2019-03-27 15:58:06,2019-03-27 16:51:53,53,57486
138,189,2019-03-27 16:29:40,2019-03-27 17:20:28,50,59380
138,189,2019-03-27 17:04:09,2019-03-27 17:45:55,41,61449
138,189,2019-03-27 17:51:55,2019-03-27 18:45:09,53,64315
138,189,2019-03-27 17:15:49,2019-03-27 18:05:39,49,62149
138,189,2019-03-27 19:21:13,2019-03-27 19:49:47,28,69673
138,189,2019-03-27 20:03:41,2019-03-27 20:36:50,33,72221
138,189,2019-03-27 20:25:10,2019-03-27 20:54:21,29,73510
138,189,2019-03-27 20:28:44,2019-03-27 20:54:34,25,73724
138,189,2019-03-27 21:05:53,2019-03-27 21:33:25,27,75953
138,189,2019-03-27 21:57:47,2019-03-27 22:20:19,22,79067
138,189,2019-03-27 21:04:54,2019-03-27 21:29:49,24,75894
138,189,2019-03-27 22:50:31,2019-03-27 23:15:23,24,82231
138,189,2019-03-28 00:16:32,2019-03-28 00:37:34,21,992
138,189,2019-03-28 00:20:36,2019-03-28 00:40:54,20,1236
138,189,2019-03-28 12:59:16,2019-03-28 13:38:38,39,46756
138,189,2019-03-28 12:28:57,2019-03-28 13:07:11,38,44937
138,189,2019-03-28 12:20:57,2019-03-28 12:59:30,38,44457
138,189,2019-03-28 16:20:03,2019-03-28 17:17:25,57,58803
138,189,2019-03-28 17:53:59,2019-03-28 18:43:08,49,64439
138,189,2019-03-28 16:56:47,2019-03-28 17:49:06,52,61007
138,189,2019-03-28 18:31:44,2019-03-28 19:15:22,43,66704
138,189,2019-03-28 18:22:30,2019-03-28 19:10:19,47,66150
138,189,2019-03-28 19:16:21,2019-03-28 19:45:59,29,69381
138,189,2019-03-28 19:44:52,2019-03-28 20:24:06,39,71092
138,189,2019-03-28 19:29:27,2019-03-28 20:05:52,36,70167
138,189,2019-03-28 19:41:22,2019-03-28 20:18:27,37,70882
138,189,2019-03-28 20:29:31,2019-03-28 21:01:07,31,73771
138,189,2019-03-28 21:56:16,2019-03-28 22:22:58,26,78976
138,189,2019-03-28 21:42:15,2019-03-28 22:11:46,29,78135
138,189,2019-03-28 21:44:17,2019-03-28 22:12:59,28,78257
138,189,2019-03-28 21:59:17,2019-03-28 22:25:22,26,79157
138,189,2019-03-28 21:37:06,2019-03-28 22:00:28,23,77826
138,189,2019-03-28 21:40:55,2019-03-28 22:12:46,31,78055
138,189,2019-03-28 21:45:22,2019-03-28 22:16:11,30,78322
138,189,2019-03-28 23:44:15,2019-03-29 00:08:51,24,85455
138,189,2019-03-29 00:04:37,2019-03-29 00:25:58,21,277
138,189,2019-03-29 12:28:12,2019-03-29 12:59:00,30,44892
138,189,2019-03-29 17:55:18,2019-03-29 18:54:19,59,64518
138,189,2019-03-29 17:02:33,2019-03-29 18:01:36,59,61353
138,189,2019-03-29 18:33:46,2019-03-29 19:18:44,44,66826
138,189,2019-03-29 18:47:09,2019-03-29 19:44:38,57,67629
138,189,2019-03-29 19:22:25,2019-03-29 20:11:50,49,69745
138,189,2019-03-29 19:30:19,2019-03-29 20:25:43,55,70219
138,189,2019-03-29 21:43:06,2019-03-29 22:09:57,26,78186
138,189,2019-03-29 21:31:27,2019-03-29 22:02:26,30,77487
138,189,2019-03-29 21:39:48,2019-03-29 22:08:41,28,77988
138,189,2019-03-29 22:59:47,2019-03-29 23:27:40,27,82787
138,189,2019-03-30 11:46:50,2019-03-30 12:26:32,39,42410
138,189,2019-03-30 12:20:21,2019-03-30 13:06:51,46,44421
138,189,2019-03-30 13:26:37,2019-03-30 14:09:08,42,48397
138,189,2019-03-30 14:24:23,2019-03-30 15:00:52,36,51863
138,189,2019-03-30 14:09:08,2019-03-30 14:45:55,36,50948
138,189,2019-03-30 14:58:16,2019-03-30 15:43:47,45,53896
138,189,2019-03-30 16:40:41,2019-03-30 17:21:11,40,60041
138,189,2019-03-30 16:19:11,2019-03-30 16:59:23,40,58751
138,189,2019-03-30 17:48:09,2019-03-30 18:24:01,35,64089
138,189,2019-03-30 18:58:39,2019-03-30 19:33:31,34,68319
138,189,2019-03-30 21:17:42,2019-03-30 21:45:12,27,76662
138,189,2019-03-30 21:58:22,2019-03-30 22:30:03,31,79102
138,189,2019-03-30 23:55:59,2019-03-31 00:26:40,30,86159
138,189,2019-03-31 00:22:14,2019-03-31 00:48:48,26,1334
138,189,2019-03-31 08:37:17,2019-03-31 08:58:43,21,31037
138,189,2019-03-31 09:38:08,2019-03-31 10:11:59,33,34688
138,189,2019-03-31 09:18:42,2019-03-31 09:35:33,16,33522
138,189,2019-03-31 11:48:13,2019-03-31 12:17:52,29,42493
138,189,2019-03-31 11:04:28,2019-03-31 11:28:59,24,39868
138,189,2019-03-31 12:56:54,2019-03-31 13:33:33,36,46614
138,189,2019-03-31 12:44:50,2019-03-31 13:15:08,30,45890
138,189,2019-03-31 12:36:00,2019-03-31 13:02:30,26,45360
138,189,2019-03-31 14:41:42,2019-03-31 15:23:55,42,52902
138,189,2019-03-31 14:44:34,2019-03-31 15:21:56,37,53074
138,189,2019-03-31 14:35:59,2019-03-31 15:16:10,40,52559
138,189,2019-03-31 15:17:44,2019-03-31 15:52:16,34,55064
138,189,2019-03-31 15:24:20,2019-03-31 16:02:19,37,55460
138,189,2019-03-31 16:41:04,2019-03-31 17:18:59,37,60064
138,189,2019-03-31 16:16:00,2019-03-31 16:52:33,36,58560
138,189,2019-03-31 17:11:54,2019-03-31 17:40:57,29,61914
138,189,2019-03-31 17:12:38,2019-03-31 17:46:10,33,61958
138,189,2019-03-31 17:56:39,2019-03-31 18:31:51,35,64599
138,189,2019-03-31 17:01:37,2019-03-31 17:37:05,35,61297
138,189,2019-03-31 18:24:39,2019-03-31 18:55:51,31,66279
138,189,2019-03-31 18:27:08,2019-03-31 19:03:07,35,66428
138,189,2019-03-31 18:27:37,2019-03-31 18:56:07,28,66457
138,189,2019-03-31 18:12:37,2019-03-31 18:44:11,31,65557
138,189,2019-03-31 18:44:36,2019-03-31 19:17:04,32,67476
138,189,2019-03-31 19:50:55,2019-03-31 20:22:18,31,71455
138,189,2019-03-31 20:13:44,2019-03-31 20:40:10,26,72824
138,189,2019-03-31 20:44:55,2019-03-31 21:16:20,31,74695
138,189,2019-03-31 20:34:59,2019-03-31 21:04:27,29,74099
138,189,2019-03-31 20:11:17,2019-03-31 20:44:59,33,72677
138,189,2019-03-31 20:45:40,2019-03-31 21:15:01,29,74740
138,189,2019-03-31 21:05:52,2019-03-31 21:34:57,29,75952
138,189,2019-03-31 21:56:49,2019-03-31 22:25:01,28,79009
138,189,2019-03-31 21:15:51,2019-03-31 21:48:59,33,76551
138,189,2019-03-31 22:11:56,2019-03-31 22:56:00,44,79916
138,189,2019-03-31 22:37:24,2019-03-31 23:09:45,32,81444
138,189,2019-03-31 23:07:17,2019-03-31 23:33:24,26,83237
138,189,2019-03-31 23:48:50,2019-04-01 00:12:33,23,85730
