starting_point_id,dropping_point_id,pickup_time,dropoff_time,duration,pickup_time_sec
138,189,2019-03-06 19:09:23,2019-03-06 19:41:02,31,68963
138,189,2019-03-06 20:56:53,2019-03-06 21:24:29,27,75413
138,189,2019-03-06 20:55:48,2019-03-06 21:16:00,20,75348
138,189,2019-03-06 20:53:55,2019-03-06 21:16:19,22,75235
138,189,2019-03-06 13:20:14,2019-03-06 13:46:06,25,48014
138,189,2019-03-06 22:46:53,2019-03-06 23:21:15,34,82013
138,189,2019-03-06 22:18:55,2019-03-06 22:39:36,20,80335
138,189,2019-03-06 22:14:26,2019-03-06 22:37:13,22,80066
138,189,2019-03-06 22:49:42,2019-03-06 23:17:36,27,82182
138,189,2019-03-06 22:16:04,2019-03-06 22:43:47,27,80164
138,189,2019-03-06 23:33:59,2019-03-06 23:54:32,20,84839
138,189,2019-03-06 23:55:58,2019-03-07 00:25:43,29,86158
138,189,2019-03-06 23:13:56,2019-03-06 23:36:09,22,83636
138,189,2019-03-07 00:00:22,2019-03-07 00:20:24,20,22
138,189,2019-03-07 09:31:47,2019-03-07 10:12:21,40,34307
138,189,2019-03-07 09:11:07,2019-03-07 09:57:51,46,33067
138,189,2019-03-07 11:55:04,2019-03-07 12:32:15,37,42904
138,189,2019-03-07 13:52:43,2019-03-07 14:37:33,44,49963
138,189,2019-03-07 15:00:28,2019-03-07 15:56:24,55,54028
138,189,2019-03-07 17:33:59,2019-03-07 18:28:27,54,63239
138,189,2019-03-07 17:15:40,2019-03-07 18:08:57,53,62140
138,189,2019-03-07 18:47:23,2019-03-07 19:32:01,44,67643
138,189,2019-03-07 18:21:29,2019-03-07 18:56:09,34,66089
138,189,2019-03-07 18:55:34,2019-03-07 19:38:51,43,68134
138,189,2019-03-07 18:46:39,2019-03-07 19:32:43,46,67599
138,189,2019-03-07 19:23:53,2019-03-07 19:58:35,34,69833
138,189,2019-03-07 20:36:14,2019-03-07 21:09:17,33,74174
138,189,2019-03-07 20:56:14,2019-03-07 21:21:45,25,75374
138,189,2019-03-07 20:05:23,2019-03-07 20:38:59,33,72323
138,189,2019-03-07 20:56:10,2019-03-07 21:30:02,33,75370
138,189,2019-03-07 20:12:40,2019-03-07 20:50:34,37,72760
138,189,2019-03-07 21:04:30,2019-03-07 21:37:50,33,75870
138,189,2019-03-07 22:39:34,2019-03-07 23:02:23,22,81574
138,189,2019-03-07 23:32:14,2019-03-07 23:51:48,19,84734
138,189,2019-03-07 23:22:53,2019-03-07 23:45:18,22,84173
138,189,2019-03-07 23:13:32,2019-03-07 23:37:35,24,83612
138,189,2019-03-07 23:49:07,2019-03-08 00:25:05,35,85747
138,189,2019-03-08 07:37:27,2019-03-08 08:24:37,47,27447
138,189,2019-03-08 09:56:48,2019-03-08 10:30:20,33,35808
138,189,2019-03-08 09:13:27,2019-03-08 10:10:36,57,33207
138,189,2019-03-08 12:15:36,2019-03-08 13:06:55,51,44136
138,189,2019-03-08 12:14:53,2019-03-08 13:03:01,48,44093
138,189,2019-03-08 12:53:54,2019-03-08 13:38:03,44,46434
138,189,2019-03-08 12:30:58,2019-03-08 13:19:39,48,45058
138,189,2019-03-08 12:58:34,2019-03-08 13:30:25,31,46714
138,189,2019-03-08 13:01:07,2019-03-08 13:47:43,46,46867
138,189,2019-03-08 14:09:59,2019-03-08 15:05:07,55,50999
138,189,2019-03-08 14:59:00,2019-03-08 15:51:03,52,53940
138,189,2019-03-08 14:35:58,2019-03-08 15:23:42,47,52558
138,189,2019-03-08 14:34:23,2019-03-08 15:26:18,51,52463
138,189,2019-03-08 15:00:43,2019-03-08 15:44:09,43,54043
138,189,2019-03-08 15:46:12,2019-03-08 16:42:45,56,56772
138,189,2019-03-08 16:33:05,2019-03-08 17:29:02,55,59585
138,189,2019-03-08 17:20:56,2019-03-08 18:12:52,51,62456
138,189,2019-03-08 17:23:46,2019-03-08 18:13:49,50,62626
138,189,2019-03-08 17:46:24,2019-03-08 18:40:45,54,63984
138,189,2019-03-08 17:57:42,2019-03-08 18:49:40,51,64662
138,189,2019-03-08 18:46:44,2019-03-08 19:27:40,40,67604
138,189,2019-03-08 18:02:43,2019-03-08 18:57:00,54,64963
138,189,2019-03-08 18:51:58,2019-03-08 19:36:14,44,67918
138,189,2019-03-08 18:29:13,2019-03-08 19:09:56,40,66553
138,189,2019-03-08 19:03:43,2019-03-08 19:44:01,40,68623
138,189,2019-03-08 20:01:00,2019-03-08 20:33:19,32,72060
138,189,2019-03-08 20:47:14,2019-03-08 21:18:20,31,74834
138,189,2019-03-08 21:17:24,2019-03-08 21:46:09,28,76644
138,189,2019-03-08 21:41:17,2019-03-08 22:17:46,36,78077
138,189,2019-03-08 23:28:05,2019-03-09 00:03:10,35,84485
138,189,2019-03-09 00:04:08,2019-03-09 00:36:49,32,248
138,189,2019-03-09 00:08:11,2019-03-09 00:30:18,22,491
138,189,2019-03-09 11:05:36,2019-03-09 11:49:54,44,39936
138,189,2019-03-09 12:46:24,2019-03-09 13:29:13,42,45984
138,189,2019-03-09 14:07:23,2019-03-09 14:54:26,47,50843
138,189,2019-03-09 15:09:17,2019-03-09 15:47:44,38,54557
138,189,2019-03-09 17:14:16,2019-03-09 17:50:38,36,62056
138,189,2019-03-09 17:28:55,2019-03-09 18:11:05,42,62935
138,189,2019-03-09 18:02:09,2019-03-09 18:46:09,44,64929
138,189,2019-03-09 18:09:45,2019-03-09 18:53:39,43,65385
138,189,2019-03-09 18:04:23,2019-03-09 18:47:51,43,65063
138,189,2019-03-09 18:43:26,2019-03-09 19:22:24,38,67406
138,189,2019-03-09 23:18:16,2019-03-09 23:49:15,30,83896
138,189,2019-03-09 23:40:19,2019-03-10 00:05:48,25,85219
138,189,2019-03-09 23:22:43,2019-03-09 23:48:45,26,84163
138,189,2019-03-09 23:18:17,2019-03-09 23:46:03,27,83897
138,189,2019-03-10 00:01:54,2019-03-10 00:29:13,27,114
138,189,2019-03-10 00:57:17,2019-03-10 01:19:34,22,3437
138,189,2019-03-10 11:57:39,2019-03-10 12:36:31,38,43059
138,189,2019-03-10 11:33:33,2019-03-10 12:00:41,27,41613
138,189,2019-03-10 12:52:12,2019-03-10 13:21:26,29,46332
138,189,2019-03-10 13:43:25,2019-03-10 14:09:16,25,49405
138,189,2019-03-10 14:13:13,2019-03-10 14:39:55,26,51193
138,189,2019-03-10 15:09:21,2019-03-10 15:44:27,35,54561
138,189,2019-03-10 16:08:10,2019-03-10 16:46:53,38,58090
138,189,2019-03-10 16:16:04,2019-03-10 16:54:10,38,58564
138,189,2019-03-10 17:14:46,2019-03-10 17:46:20,31,62086
138,189,2019-03-10 18:34:50,2019-03-10 19:03:57,29,66890
138,189,2019-03-10 19:56:48,2019-03-10 20:26:10,29,71808
138,189,2019-03-10 19:13:09,2019-03-10 19:42:29,29,69189
138,189,2019-03-10 20:35:28,2019-03-10 21:03:30,28,74128
138,189,2019-03-10 20:29:04,2019-03-10 21:10:00,40,73744
138,189,2019-03-10 20:08:45,2019-03-10 20:37:36,28,72525
138,189,2019-03-10 20:23:20,2019-03-10 20:48:24,25,73400
138,189,2019-03-10 21:00:46,2019-03-10 21:36:15,35,75646
138,189,2019-03-10 21:07:52,2019-03-10 21:45:13,37,76072
138,189,2019-03-10 21:30:10,2019-03-10 22:01:05,30,77410
138,189,2019-03-10 22:18:18,2019-03-10 22:40:58,22,80298
138,189,2019-03-10 22:06:40,2019-03-10 22:31:06,24,79600
138,189,2019-03-10 22:06:41,2019-03-10 22:31:35,24,79601
138,189,2019-03-10 23:22:11,2019-03-10 23:44:54,22,84131
138,189,2019-03-10 23:53:47,2019-03-11 00:18:39,24,86027
138,189,2019-03-10 23:53:06,2019-03-11 00:19:55,26,85986
138,189,2019-03-10 23:50:05,2019-03-11 00:15:11,25,85805
138,189,2019-03-11 00:28:12,2019-03-11 00:52:24,24,1692
138,189,2019-03-11 00:09:48,2019-03-11 00:33:42,23,588
138,189,2019-03-11 08:23:45,2019-03-11 09:10:22,46,30225
138,189,2019-03-11 14:31:35,2019-03-11 15:14:16,42,52295
138,189,2019-03-11 15:28:34,2019-03-11 16:25:09,56,55714
138,189,2019-03-11 15:25:52,2019-03-11 16:24:08,58,55552
138,189,2019-03-11 18:12:35,2019-03-11 19:03:27,50,65555
138,189,2019-03-11 18:49:04,2019-03-11 19:29:38,40,67744
138,189,2019-03-11 19:02:24,2019-03-11 19:35:11,32,68544
138,189,2019-03-11 20:20:47,2019-03-11 20:58:55,38,73247
138,189,2019-03-11 20:56:32,2019-03-11 21:17:57,21,75392
138,189,2019-03-11 20:06:18,2019-03-11 20:37:38,31,72378
138,189,2019-03-11 21:02:59,2019-03-11 21:31:12,28,75779
138,189,2019-03-11 21:28:37,2019-03-11 22:09:35,40,77317
138,189,2019-03-11 21:11:20,2019-03-11 21:39:26,28,76280
138,189,2019-03-11 22:32:38,2019-03-11 22:57:05,24,81158
138,189,2019-03-11 23:31:06,2019-03-11 23:58:54,27,84666
138,189,2019-03-11 23:14:16,2019-03-11 23:42:43,28,83656
138,189,2019-03-12 09:25:51,2019-03-12 10:17:29,51,33951
138,189,2019-03-12 09:59:52,2019-03-12 10:47:08,47,35992
138,189,2019-03-12 15:28:50,2019-03-12 16:18:50,50,55730
138,189,2019-03-12 17:01:55,2019-03-12 17:45:52,43,61315
138,189,2019-03-12 17:56:18,2019-03-12 18:46:19,50,64578
138,189,2019-03-12 17:37:16,2019-03-12 18:19:39,42,63436
138,189,2019-03-12 17:44:17,2019-03-12 18:27:23,43,63857
138,189,2019-03-12 17:27:43,2019-03-12 18:18:52,51,62863
138,189,2019-03-12 18:03:29,2019-03-12 18:42:48,39,65009
138,189,2019-03-12 18:20:57,2019-03-12 18:58:15,37,66057
138,189,2019-03-12 20:01:59,2019-03-12 20:30:11,28,72119
138,189,2019-03-12 20:00:56,2019-03-12 20:26:39,25,72056
138,189,2019-03-12 21:44:17,2019-03-12 22:12:44,28,78257
138,189,2019-03-12 21:02:57,2019-03-12 21:41:02,38,75777
138,189,2019-03-12 22:02:43,2019-03-12 22:28:50,26,79363
138,189,2019-03-12 22:51:39,2019-03-12 23:17:45,26,82299
138,189,2019-03-12 23:38:34,2019-03-13 00:05:08,26,85114
138,189,2019-03-12 23:49:40,2019-03-13 00:14:45,25,85780
138,189,2019-03-13 10:15:24,2019-03-13 10:54:38,39,36924
138,189,2019-03-13 11:56:26,2019-03-13 12:22:59,26,42986
138,189,2019-03-13 12:10:20,2019-03-13 12:38:42,28,43820
138,189,2019-03-13 15:03:33,2019-03-13 15:40:45,37,54213
138,189,2019-03-13 18:37:27,2019-03-13 19:14:34,37,67047
138,189,2019-03-13 19:20:40,2019-03-13 20:01:10,40,69640
138,189,2019-03-13 19:15:42,2019-03-13 19:46:05,30,69342
138,189,2019-03-13 19:47:36,2019-03-13 20:17:57,30,71256
138,189,2019-03-13 20:51:48,2019-03-13 21:17:24,25,75108
138,189,2019-03-13 21:49:51,2019-03-13 22:11:54,22,78591
138,189,2019-03-14 08:38:13,2019-03-14 09:24:14,46,31093
138,189,2019-03-14 09:05:10,2019-03-14 09:52:03,46,32710
138,189,2019-03-14 11:07:34,2019-03-14 11:45:41,38,40054
138,189,2019-03-14 13:43:09,2019-03-14 14:10:53,27,49389
138,189,2019-03-14 15:32:05,2019-03-14 16:13:48,41,55925
138,189,2019-03-14 17:12:41,2019-03-14 18:04:01,51,61961
138,189,2019-03-14 18:56:10,2019-03-14 19:40:57,44,68170
138,189,2019-03-14 20:02:09,2019-03-14 20:35:39,33,72129
138,189,2019-03-14 20:57:50,2019-03-14 21:29:45,31,75470
138,189,2019-03-14 20:16:23,2019-03-14 20:49:18,32,72983
138,189,2019-03-14 22:35:20,2019-03-14 22:58:06,22,81320
138,189,2019-03-14 22:18:01,2019-03-14 22:43:07,25,80281
138,189,2019-03-14 22:02:10,2019-03-14 22:30:42,28,79330
138,189,2019-03-14 23:50:27,2019-03-15 00:11:34,21,85827
138,189,2019-03-14 23:10:05,2019-03-14 23:32:45,22,83405
138,189,2019-03-15 00:19:38,2019-03-15 00:42:45,23,1178
138,189,2019-03-15 00:14:31,2019-03-15 00:36:48,22,871
138,189,2019-03-15 01:19:09,2019-03-15 01:39:36,20,4749
138,189,2019-03-15 08:54:38,2019-03-15 09:46:45,52,32078
138,189,2019-03-15 08:45:43,2019-03-15 09:37:53,52,31543
138,189,2019-03-15 10:57:25,2019-03-15 11:36:04,38,39445
138,189,2019-03-15 09:59:57,2019-03-15 10:48:53,48,35997
138,189,2019-03-15 13:28:50,2019-03-15 14:05:45,36,48530
138,189,2019-03-15 15:07:20,2019-03-15 15:51:37,44,54440
138,189,2019-03-15 17:43:33,2019-03-15 18:42:51,59,63813
138,189,2019-03-15 18:19:07,2019-03-15 19:06:29,47,65947
138,189,2019-03-15 18:17:40,2019-03-15 19:08:01,50,65860
138,189,2019-03-15 18:46:19,2019-03-15 19:27:03,40,67579
138,189,2019-03-15 20:02:44,2019-03-15 20:50:45,48,72164
138,189,2019-03-15 20:02:02,2019-03-15 20:41:23,39,72122
138,189,2019-03-16 00:00:35,2019-03-16 00:32:28,31,35
138,189,2019-03-16 00:25:56,2019-03-16 00:51:01,25,1556
138,189,2019-03-16 00:01:48,2019-03-16 00:35:03,33,108
138,189,2019-03-16 00:22:24,2019-03-16 00:52:31,30,1344
138,189,2019-03-16 01:11:36,2019-03-16 01:36:06,24,4296
138,189,2019-03-16 01:47:31,2019-03-16 02:13:14,25,6451
138,189,2019-03-16 10:54:06,2019-03-16 11:19:52,25,39246
138,189,2019-03-16 10:31:55,2019-03-16 11:05:31,33,37915
138,189,2019-03-16 11:39:36,2019-03-16 12:09:41,30,41976
138,189,2019-03-16 11:14:40,2019-03-16 11:49:02,34,40480
138,189,2019-03-16 14:13:23,2019-03-16 14:48:26,35,51203
138,189,2019-03-16 15:42:15,2019-03-16 16:29:32,47,56535
138,189,2019-03-16 18:14:32,2019-03-16 18:51:59,37,65672
138,189,2019-03-16 20:12:46,2019-03-16 20:39:58,27,72766
138,189,2019-03-16 20:28:52,2019-03-16 20:57:45,28,73732
138,189,2019-03-16 21:10:16,2019-03-16 21:42:38,32,76216
138,189,2019-03-16 21:05:04,2019-03-16 21:39:47,34,75904
138,189,2019-03-16 23:35:42,2019-03-17 00:00:22,24,84942
138,189,2019-03-17 12:07:46,2019-03-17 12:45:09,37,43666
138,189,2019-03-17 12:59:43,2019-03-17 13:26:53,27,46783
138,189,2019-03-17 14:17:19,2019-03-17 14:51:06,33,51439
138,189,2019-03-17 13:18:49,2019-03-17 13:53:17,34,47929
138,189,2019-03-17 14:04:16,2019-03-17 14:31:16,27,50656
138,189,2019-03-17 15:07:55,2019-03-17 15:42:02,34,54475
138,189,2019-03-17 16:14:13,2019-03-17 16:50:03,35,58453
138,189,2019-03-17 18:10:06,2019-03-17 18:56:09,46,65406
138,189,2019-03-17 19:14:52,2019-03-17 19:47:15,32,69292
138,189,2019-03-17 19:44:10,2019-03-17 20:17:09,32,71050
138,189,2019-03-17 19:48:12,2019-03-17 20:23:43,35,71292
138,189,2019-03-17 20:37:09,2019-03-17 21:05:01,27,74229
138,189,2019-03-17 20:22:46,2019-03-17 20:52:55,30,73366
138,189,2019-03-17 21:41:25,2019-03-17 22:10:33,29,78085
138,189,2019-03-17 21:12:59,2019-03-17 21:43:17,30,76379
138,189,2019-03-17 21:00:23,2019-03-17 21:31:50,31,75623
138,189,2019-03-17 22:38:05,2019-03-17 23:02:55,24,81485
138,189,2019-03-17 22:43:14,2019-03-17 23:08:07,24,81794
138,189,2019-03-17 23:06:10,2019-03-17 23:32:08,25,83170
138,189,2019-03-17 23:53:55,2019-03-18 00:15:58,22,86035
138,189,2019-03-17 23:39:51,2019-03-18 00:01:10,21,85191
138,189,2019-03-18 00:33:26,2019-03-18 00:55:07,21,2006
138,189,2019-03-18 11:51:36,2019-03-18 12:47:28,55,42696
138,189,2019-03-18 14:52:03,2019-03-18 15:30:30,38,53523
138,189,2019-03-18 14:31:57,2019-03-18 15:09:59,38,52317
138,189,2019-03-18 15:37:41,2019-03-18 16:28:40,50,56261
138,189,2019-03-18 16:48:29,2019-03-18 17:28:38,40,60509
138,189,2019-03-18 16:11:22,2019-03-18 16:56:19,44,58282
138,189,2019-03-18 17:16:10,2019-03-18 18:06:17,50,62170
138,189,2019-03-18 17:44:34,2019-03-18 18:20:32,35,63874
138,189,2019-03-18 19:58:41,2019-03-18 20:23:07,24,71921
138,189,2019-03-18 20:35:13,2019-03-18 21:08:10,32,74113
138,189,2019-03-18 20:24:59,2019-03-18 20:53:01,28,73499
138,189,2019-03-18 21:16:14,2019-03-18 21:39:01,22,76574
138,189,2019-03-18 21:36:39,2019-03-18 22:01:33,24,77799
138,189,2019-03-18 22:18:33,2019-03-18 22:43:23,24,80313
138,189,2019-03-18 22:41:23,2019-03-18 23:04:40,23,81683
138,189,2019-03-18 23:10:56,2019-03-18 23:38:31,27,83456
138,189,2019-03-19 13:42:09,2019-03-19 14:16:25,34,49329
138,189,2019-03-19 14:25:53,2019-03-19 15:14:05,48,51953
138,189,2019-03-19 17:46:43,2019-03-19 18:41:14,54,64003
138,189,2019-03-19 17:18:24,2019-03-19 18:10:40,52,62304
138,189,2019-03-19 18:23:38,2019-03-19 18:55:18,31,66218
138,189,2019-03-19 18:05:13,2019-03-19 18:53:57,48,65113
138,189,2019-03-19 19:26:08,2019-03-19 19:56:18,30,69968
138,189,2019-03-19 19:53:32,2019-03-19 20:20:44,27,71612
138,189,2019-03-19 19:53:07,2019-03-19 20:25:28,32,71587
138,189,2019-03-19 20:26:32,2019-03-19 20:52:21,25,73592
138,189,2019-03-19 21:31:31,2019-03-19 21:55:27,23,77491
138,189,2019-03-19 21:56:28,2019-03-19 22:19:02,22,78988
138,189,2019-03-19 21:56:11,2019-03-19 22:21:23,25,78971
138,189,2019-03-19 21:45:38,2019-03-19 22:09:39,24,78338
138,189,2019-03-19 22:47:47,2019-03-19 23:11:05,23,82067
138,189,2019-03-19 23:40:38,2019-03-20 00:04:04,23,85238
138,189,2019-03-19 23:38:36,2019-03-19 23:57:48,19,85116
138,189,2019-03-19 23:34:23,2019-03-19 23:59:42,25,84863
138,189,2019-03-20 07:33:55,2019-03-20 08:24:47,50,27235
138,189,2019-03-20 08:34:59,2019-03-20 09:32:31,57,30899
138,189,2019-03-20 09:46:21,2019-03-20 10:30:08,43,35181
138,189,2019-03-20 09:42:47,2019-03-20 10:35:11,52,34967
138,189,2019-03-20 10:26:00,2019-03-20 11:15:01,49,37560
138,189,2019-03-20 11:53:45,2019-03-20 12:22:12,28,42825
138,189,2019-03-20 15:16:17,2019-03-20 16:09:45,53,54977
138,189,2019-03-20 15:11:33,2019-03-20 15:59:22,47,54693
138,189,2019-03-20 15:17:01,2019-03-20 16:12:49,55,55021
138,189,2019-03-20 19:31:22,2019-03-20 20:02:27,31,70282
138,189,2019-03-20 19:45:43,2019-03-20 20:15:23,29,71143
138,189,2019-03-20 19:24:26,2019-03-20 19:54:12,29,69866
138,189,2019-03-20 19:32:57,2019-03-20 20:08:10,35,70377
138,189,2019-03-20 19:33:07,2019-03-20 20:01:38,28,70387
138,189,2019-03-20 21:59:00,2019-03-20 22:24:32,25,79140
