starting_point_id,dropping_point_id,pickup_time,dropoff_time,duration,pickup_time_sec,weekday
138,189,2019-03-04 15:37:02,2019-03-04 16:12:01,34,56222,Monday
138,189,2019-03-04 16:07:42,2019-03-04 16:45:16,37,58062,Monday
138,189,2019-03-04 16:56:06,2019-03-04 17:42:22,46,60966,Monday
138,189,2019-03-04 16:19:27,2019-03-04 16:59:04,39,58767,Monday
138,189,2019-03-04 17:24:11,2019-03-04 18:00:39,36,62651,Monday
138,189,2019-03-04 17:31:11,2019-03-04 17:59:16,28,63071,Monday
138,189,2019-03-04 18:11:20,2019-03-04 18:51:09,39,65480,Monday
138,189,2019-03-04 19:37:20,2019-03-04 20:02:55,25,70640,Monday
138,189,2019-03-04 19:32:40,2019-03-04 20:00:24,27,70360,Monday
138,189,2019-03-04 19:19:13,2019-03-04 19:59:04,39,69553,Monday
138,189,2019-03-04 19:58:03,2019-03-04 20:31:56,33,71883,Monday
138,189,2019-03-04 19:08:26,2019-03-04 19:57:45,49,68906,Monday
138,189,2019-03-04 19:41:30,2019-03-04 20:08:13,26,70890,Monday
138,189,2019-03-04 20:02:31,2019-03-04 20:28:23,25,72151,Monday
138,189,2019-03-04 20:45:10,2019-03-04 21:11:01,25,74710,Monday
138,189,2019-03-04 21:56:00,2019-03-04 22:45:41,49,78960,Monday
138,189,2019-03-04 22:22:55,2019-03-04 22:55:01,32,80575,Monday
138,189,2019-03-05 00:20:45,2019-03-05 00:44:00,23,1245,Tuesday
138,189,2019-03-05 09:20:17,2019-03-05 10:08:30,48,33617,Tuesday
138,189,2019-03-05 15:56:16,2019-03-05 16:51:38,55,57376,Tuesday
138,189,2019-03-05 18:40:12,2019-03-05 19:19:34,39,67212,Tuesday
138,189,2019-03-05 17:59:03,2019-03-05 18:45:55,46,64743,Tuesday
138,189,2019-03-05 20:15:52,2019-03-05 20:40:22,24,72952,Tuesday
138,189,2019-03-05 20:00:14,2019-03-05 20:28:20,28,72014,Tuesday
138,189,2019-03-05 20:59:25,2019-03-05 21:28:00,28,75565,Tuesday
138,189,2019-03-05 20:49:39,2019-03-05 21:15:24,25,74979,Tuesday
138,189,2019-03-05 21:14:32,2019-03-05 21:42:41,28,76472,Tuesday
138,189,2019-03-05 21:37:06,2019-03-05 22:03:12,26,77826,Tuesday
138,189,2019-03-05 21:12:01,2019-03-05 21:36:02,24,76321,Tuesday
138,189,2019-03-05 22:37:59,2019-03-05 22:59:41,21,81479,Tuesday
138,189,2019-03-05 23:36:14,2019-03-05 23:57:18,21,84974,Tuesday
138,189,2019-03-06 07:56:28,2019-03-06 08:37:27,40,28588,Wednesday
138,189,2019-03-06 11:04:59,2019-03-06 11:50:40,45,39899,Wednesday
138,189,2019-03-06 12:26:03,2019-03-06 12:53:24,27,44763,Wednesday
138,189,2019-03-06 12:20:22,2019-03-06 12:41:52,21,44422,Wednesday
138,189,2019-03-06 13:44:43,2019-03-06 14:20:18,35,49483,Wednesday
138,189,2019-03-06 13:14:39,2019-03-06 13:48:53,34,47679,Wednesday
138,189,2019-03-06 14:03:19,2019-03-06 14:36:30,33,50599,Wednesday
138,189,2019-03-06 16:35:58,2019-03-06 17:35:52,59,59758,Wednesday
138,189,2019-03-06 16:35:15,2019-03-06 17:33:34,58,59715,Wednesday
138,189,2019-03-06 17:13:06,2019-03-06 17:55:40,42,61986,Wednesday
138,189,2019-03-06 18:16:08,2019-03-06 19:04:38,48,65768,Wednesday
138,189,2019-03-06 18:03:40,2019-03-06 18:44:16,40,65020,Wednesday
138,189,2019-03-06 18:10:19,2019-03-06 19:07:11,56,65419,Wednesday
138,189,2019-03-06 18:25:12,2019-03-06 19:14:33,49,66312,Wednesday
138,189,2019-03-06 19:00:30,2019-03-06 19:34:42,34,68430,Wednesday
138,189,2019-03-06 19:09:23,2019-03-06 19:41:02,31,68963,Wednesday
138,189,2019-03-06 20:56:53,2019-03-06 21:24:29,27,75413,Wednesday
138,189,2019-03-06 20:55:48,2019-03-06 21:16:00,20,75348,Wednesday
138,189,2019-03-06 20:53:55,2019-03-06 21:16:19,22,75235,Wednesday
138,189,2019-03-06 13:20:14,2019-03-06 13:46:06,25,48014,Wednesday
138,189,2019-03-06 22:46:53,2019-03-06 23:21:15,34,82013,Wednesday
138,189,2019-03-06 22:18:55,2019-03-06 22:39:36,20,80335,Wednesday
138,189,2019-03-06 22:14:26,2019-03-06 22:37:13,22,80066,Wednesday
138,189,2019-03-06 22:49:42,2019-03-06 23:17:36,27,82182,Wednesday
138,189,2019-03-06 22:16:04,2019-03-06 22:43:47,27,80164,Wednesday
138,189,2019-03-06 23:33:59,2019-03-06 23:54:32,20,84839,Wednesday
138,189,2019-03-06 23:55:58,2019-03-07 00:25:43,29,86158,Wednesday
138,189,2019-03-06 23:13:56,2019-03-06 23:36:09,22,83636,Wednesday
138,189,2019-03-07 00:00:22,2019-03-07 00:20:24,20,22,Thursday
138,189,2019-03-07 09:31:47,2019-03-07 10:12:21,40,34307,Thursday
138,189,2019-03-07 09:11:07,2019-03-07 09:57:51,46,33067,Thursday
138,189,2019-03-07 11:55:04,2019-03-07 12:32:15,37,42904,Thursday
138,189,2019-03-07 13:52:43,2019-03-07 14:37:33,44,49963,Thursday
138,189,2019-03-07 15:00:28,2019-03-07 15:56:24,55,54028,Thursday
138,189,2019-03-07 17:33:59,2019-03-07 18:28:27,54,63239,Thursday
138,189,2019-03-07 17:15:40,2019-03-07 18:08:57,53,62140,Thursday
138,189,2019-03-07 18:47:23,2019-03-07 19:32:01,44,67643,Thursday
138,189,2019-03-07 18:21:29,2019-03-07 18:56:09,34,66089,Thursday
138,189,2019-03-07 18:55:34,2019-03-07 19:38:51,43,68134,Thursday
138,189,2019-03-07 18:46:39,2019-03-07 19:32:43,46,67599,Thursday
138,189,2019-03-07 19:23:53,2019-03-07 19:58:35,34,69833,Thursday
138,189,2019-03-07 20:36:14,2019-03-07 21:09:17,33,74174,Thursday
138,189,2019-03-07 20:56:14,2019-03-07 21:21:45,25,75374,Thursday
138,189,2019-03-07 20:05:23,2019-03-07 20:38:59,33,72323,Thursday
138,189,2019-03-07 20:56:10,2019-03-07 21:30:02,33,75370,Thursday
138,189,2019-03-07 20:12:40,2019-03-07 20:50:34,37,72760,Thursday
138,189,2019-03-07 21:04:30,2019-03-07 21:37:50,33,75870,Thursday
138,189,2019-03-07 22:39:34,2019-03-07 23:02:23,22,81574,Thursday
138,189,2019-03-07 23:32:14,2019-03-07 23:51:48,19,84734,Thursday
138,189,2019-03-07 23:22:53,2019-03-07 23:45:18,22,84173,Thursday
138,189,2019-03-07 23:13:32,2019-03-07 23:37:35,24,83612,Thursday
138,189,2019-03-07 23:49:07,2019-03-08 00:25:05,35,85747,Thursday
138,189,2019-03-08 07:37:27,2019-03-08 08:24:37,47,27447,Friday
138,189,2019-03-08 09:56:48,2019-03-08 10:30:20,33,35808,Friday
138,189,2019-03-08 09:13:27,2019-03-08 10:10:36,57,33207,Friday
138,189,2019-03-08 12:15:36,2019-03-08 13:06:55,51,44136,Friday
138,189,2019-03-08 12:14:53,2019-03-08 13:03:01,48,44093,Friday
138,189,2019-03-08 12:53:54,2019-03-08 13:38:03,44,46434,Friday
138,189,2019-03-08 12:30:58,2019-03-08 13:19:39,48,45058,Friday
138,189,2019-03-08 12:58:34,2019-03-08 13:30:25,31,46714,Friday
138,189,2019-03-08 13:01:07,2019-03-08 13:47:43,46,46867,Friday
138,189,2019-03-08 14:09:59,2019-03-08 15:05:07,55,50999,Friday
138,189,2019-03-08 14:59:00,2019-03-08 15:51:03,52,53940,Friday
138,189,2019-03-08 14:35:58,2019-03-08 15:23:42,47,52558,Friday
138,189,2019-03-08 14:34:23,2019-03-08 15:26:18,51,52463,Friday
138,189,2019-03-08 15:00:43,2019-03-08 15:44:09,43,54043,Friday
138,189,2019-03-08 15:46:12,2019-03-08 16:42:45,56,56772,Friday
138,189,2019-03-08 16:33:05,2019-03-08 17:29:02,55,59585,Friday
138,189,2019-03-08 17:20:56,2019-03-08 18:12:52,51,62456,Friday
138,189,2019-03-08 17:23:46,2019-03-08 18:13:49,50,62626,Friday
138,189,2019-03-08 17:46:24,2019-03-08 18:40:45,54,63984,Friday
138,189,2019-03-08 17:57:42,2019-03-08 18:49:40,51,64662,Friday
138,189,2019-03-08 18:46:44,2019-03-08 19:27:40,40,67604,Friday
138,189,2019-03-08 18:02:43,2019-03-08 18:57:00,54,64963,Friday
138,189,2019-03-08 18:51:58,2019-03-08 19:36:14,44,67918,Friday
138,189,2019-03-08 18:29:13,2019-03-08 19:09:56,40,66553,Friday
138,189,2019-03-08 19:03:43,2019-03-08 19:44:01,40,68623,Friday
138,189,2019-03-08 20:01:00,2019-03-08 20:33:19,32,72060,Friday
138,189,2019-03-08 20:47:14,2019-03-08 21:18:20,31,74834,Friday
138,189,2019-03-08 21:17:24,2019-03-08 21:46:09,28,76644,Friday
138,189,2019-03-08 21:41:17,2019-03-08 22:17:46,36,78077,Friday
138,189,2019-03-08 23:28:05,2019-03-09 00:03:10,35,84485,Friday
138,189,2019-03-09 00:04:08,2019-03-09 00:36:49,32,248,Saturday
138,189,2019-03-09 00:08:11,2019-03-09 00:30:18,22,491,Saturday
138,189,2019-03-09 11:05:36,2019-03-09 11:49:54,44,39936,Saturday
138,189,2019-03-09 12:46:24,2019-03-09 13:29:13,42,45984,Saturday
138,189,2019-03-09 14:07:23,2019-03-09 14:54:26,47,50843,Saturday
138,189,2019-03-09 15:09:17,2019-03-09 15:47:44,38,54557,Saturday
138,189,2019-03-09 17:14:16,2019-03-09 17:50:38,36,62056,Saturday
138,189,2019-03-09 17:28:55,2019-03-09 18:11:05,42,62935,Saturday
138,189,2019-03-09 18:02:09,2019-03-09 18:46:09,44,64929,Saturday
138,189,2019-03-09 18:09:45,2019-03-09 18:53:39,43,65385,Saturday
138,189,2019-03-09 18:04:23,2019-03-09 18:47:51,43,65063,Saturday
138,189,2019-03-09 18:43:26,2019-03-09 19:22:24,38,67406,Saturday
138,189,2019-03-09 23:18:16,2019-03-09 23:49:15,30,83896,Saturday
138,189,2019-03-09 23:40:19,2019-03-10 00:05:48,25,85219,Saturday
138,189,2019-03-09 23:22:43,2019-03-09 23:48:45,26,84163,Saturday
138,189,2019-03-09 23:18:17,2019-03-09 23:46:03,27,83897,Saturday
138,189,2019-03-10 00:01:54,2019-03-10 00:29:13,27,114,Sunday
138,189,2019-03-10 00:57:17,2019-03-10 01:19:34,22,3437,Sunday
138,189,2019-03-10 11:57:39,2019-03-10 12:36:31,38,43059,Sunday
138,189,2019-03-10 11:33:33,2019-03-10 12:00:41,27,41613,Sunday
138,189,2019-03-10 12:52:12,2019-03-10 13:21:26,29,46332,Sunday
138,189,2019-03-10 13:43:25,2019-03-10 14:09:16,25,49405,Sunday
138,189,2019-03-10 14:13:13,2019-03-10 14:39:55,26,51193,Sunday
138,189,2019-03-10 15:09:21,2019-03-10 15:44:27,35,54561,Sunday
138,189,2019-03-10 16:08:10,2019-03-10 16:46:53,38,58090,Sunday
138,189,2019-03-10 16:16:04,2019-03-10 16:54:10,38,58564,Sunday
138,189,2019-03-10 17:14:46,2019-03-10 17:46:20,31,62086,Sunday
138,189,2019-03-10 18:34:50,2019-03-10 19:03:57,29,66890,Sunday
138,189,2019-03-10 19:56:48,2019-03-10 20:26:10,29,71808,Sunday
138,189,2019-03-10 19:13:09,2019-03-10 19:42:29,29,69189,Sunday
138,189,2019-03-10 20:35:28,2019-03-10 21:03:30,28,74128,Sunday
138,189,2019-03-10 20:29:04,2019-03-10 21:10:00,40,73744,Sunday
138,189,2019-03-10 20:08:45,2019-03-10 20:37:36,28,72525,Sunday
138,189,2019-03-10 20:23:20,2019-03-10 20:48:24,25,73400,Sunday
138,189,2019-03-10 21:00:46,2019-03-10 21:36:15,35,75646,Sunday
138,189,2019-03-10 21:07:52,2019-03-10 21:45:13,37,76072,Sunday
138,189,2019-03-10 21:30:10,2019-03-10 22:01:05,30,77410,Sunday
138,189,2019-03-10 22:18:18,2019-03-10 22:40:58,22,80298,Sunday
138,189,2019-03-10 22:06:40,2019-03-10 22:31:06,24,79600,Sunday
138,189,2019-03-10 22:06:41,2019-03-10 22:31:35,24,79601,Sunday
138,189,2019-03-10 23:22:11,2019-03-10 23:44:54,22,84131,Sunday
138,189,2019-03-10 23:53:47,2019-03-11 00:18:39,24,86027,Sunday
138,189,2019-03-10 23:53:06,2019-03-11 00:19:55,26,85986,Sunday
138,189,2019-03-10 23:50:05,2019-03-11 00:15:11,25,85805,Sunday
138,189,2019-03-11 00:28:12,2019-03-11 00:52:24,24,1692,Monday
138,189,2019-03-11 00:09:48,2019-03-11 00:33:42,23,588,Monday
138,189,2019-03-11 08:23:45,2019-03-11 09:10:22,46,30225,Monday
138,189,2019-03-11 14:31:35,2019-03-11 15:14:16,42,52295,Monday
138,189,2019-03-11 15:28:34,2019-03-11 16:25:09,56,55714,Monday
138,189,2019-03-11 15:25:52,2019-03-11 16:24:08,58,55552,Monday
138,189,2019-03-11 18:12:35,2019-03-11 19:03:27,50,65555,Monday
138,189,2019-03-11 18:49:04,2019-03-11 19:29:38,40,67744,Monday
138,189,2019-03-11 19:02:24,2019-03-11 19:35:11,32,68544,Monday
138,189,2019-03-11 20:20:47,2019-03-11 20:58:55,38,73247,Monday
138,189,2019-03-11 20:56:32,2019-03-11 21:17:57,21,75392,Monday
138,189,2019-03-11 20:06:18,2019-03-11 20:37:38,31,72378,Monday
138,189,2019-03-11 21:02:59,2019-03-11 21:31:12,28,75779,Monday
138,189,2019-03-11 21:28:37,2019-03-11 22:09:35,40,77317,Monday
138,189,2019-03-11 21:11:20,2019-03-11 21:39:26,28,76280,Monday
138,189,2019-03-11 22:32:38,2019-03-11 22:57:05,24,81158,Monday
138,189,2019-03-11 23:31:06,2019-03-11 23:58:54,27,84666,Monday
138,189,2019-03-11 23:14:16,2019-03-11 23:42:43,28,83656,Monday
138,189,2019-03-12 09:25:51,2019-03-12 10:17:29,51,33951,Tuesday
138,189,2019-03-12 09:59:52,2019-03-12 10:47:08,47,35992,Tuesday
138,189,2019-03-12 15:28:50,2019-03-12 16:18:50,50,55730,Tuesday
138,189,2019-03-12 17:01:55,2019-03-12 17:45:52,43,61315,Tuesday
138,189,2019-03-12 17:56:18,2019-03-12 18:46:19,50,64578,Tuesday
138,189,2019-03-12 17:37:16,2019-03-12 18:19:39,42,63436,Tuesday
138,189,2019-03-12 17:44:17,2019-03-12 18:27:23,43,63857,Tuesday
138,189,2019-03-12 17:27:43,2019-03-12 18:18:52,51,62863,Tuesday
138,189,2019-03-12 18:03:29,2019-03-12 18:42:48,39,65009,Tuesday
138,189,2019-03-12 18:20:57,2019-03-12 18:58:15,37,66057,Tuesday
138,189,2019-03-12 20:01:59,2019-03-12 20:30:11,28,72119,Tuesday
138,189,2019-03-12 20:00:56,2019-03-12 20:26:39,25,72056,Tuesday
138,189,2019-03-12 21:44:17,2019-03-12 22:12:44,28,78257,Tuesday
138,189,2019-03-12 21:02:57,2019-03-12 21:41:02,38,75777,Tuesday
138,189,2019-03-12 22:02:43,2019-03-12 22:28:50,26,79363,Tuesday
138,189,2019-03-12 22:51:39,2019-03-12 23:17:45,26,82299,Tuesday
138,189,2019-03-12 23:38:34,2019-03-13 00:05:08,26,85114,Tuesday
138,189,2019-03-12 23:49:40,2019-03-13 00:14:45,25,85780,Tuesday
138,189,2019-03-13 10:15:24,2019-03-13 10:54:38,39,36924,Wednesday
138,189,2019-03-13 11:56:26,2019-03-13 12:22:59,26,42986,Wednesday
138,189,2019-03-13 12:10:20,2019-03-13 12:38:42,28,43820,Wednesday
138,189,2019-03-13 15:03:33,2019-03-13 15:40:45,37,54213,Wednesday
138,189,2019-03-13 18:37:27,2019-03-13 19:14:34,37,67047,Wednesday
138,189,2019-03-13 19:20:40,2019-03-13 20:01:10,40,69640,Wednesday
138,189,2019-03-13 19:15:42,2019-03-13 19:46:05,30,69342,Wednesday
138,189,2019-03-13 19:47:36,2019-03-13 20:17:57,30,71256,Wednesday
138,189,2019-03-13 20:51:48,2019-03-13 21:17:24,25,75108,Wednesday
138,189,2019-03-13 21:49:51,2019-03-13 22:11:54,22,78591,Wednesday
138,189,2019-03-14 08:38:13,2019-03-14 09:24:14,46,31093,Thursday
138,189,2019-03-14 09:05:10,2019-03-14 09:52:03,46,32710,Thursday
138,189,2019-03-14 11:07:34,2019-03-14 11:45:41,38,40054,Thursday
138,189,2019-03-14 13:43:09,2019-03-14 14:10:53,27,49389,Thursday
138,189,2019-03-14 15:32:05,2019-03-14 16:13:48,41,55925,Thursday
138,189,2019-03-14 17:12:41,2019-03-14 18:04:01,51,61961,Thursday
138,189,2019-03-14 18:56:10,2019-03-14 19:40:57,44,68170,Thursday
138,189,2019-03-14 20:02:09,2019-03-14 20:35:39,33,72129,Thursday
138,189,2019-03-14 20:57:50,2019-03-14 21:29:45,31,75470,Thursday
138,189,2019-03-14 20:16:23,2019-03-14 20:49:18,32,72983,Thursday
138,189,2019-03-14 22:35:20,2019-03-14 22:58:06,22,81320,Thursday
138,189,2019-03-14 22:18:01,2019-03-14 22:43:07,25,80281,Thursday
138,189,2019-03-14 22:02:10,2019-03-14 22:30:42,28,79330,Thursday
138,189,2019-03-14 23:50:27,2019-03-15 00:11:34,21,85827,Thursday
138,189,2019-03-14 23:10:05,2019-03-14 23:32:45,22,83405,Thursday
138,189,2019-03-15 00:19:38,2019-03-15 00:42:45,23,1178,Friday
138,189,2019-03-15 00:14:31,2019-03-15 00:36:48,22,871,Friday
138,189,2019-03-15 01:19:09,2019-03-15 01:39:36,20,4749,Friday
138,189,2019-03-15 08:54:38,2019-03-15 09:46:45,52,32078,Friday
138,189,2019-03-15 08:45:43,2019-03-15 09:37:53,52,31543,Friday
138,189,2019-03-15 10:57:25,2019-03-15 11:36:04,38,39445,Friday
138,189,2019-03-15 09:59:57,2019-03-15 10:48:53,48,35997,Friday
138,189,2019-03-15 13:28:50,2019-03-15 14:05:45,36,48530,Friday
138,189,2019-03-15 15:07:20,2019-03-15 15:51:37,44,54440,Friday
138,189,2019-03-15 17:43:33,2019-03-15 18:42:51,59,63813,Friday
138,189,2019-03-15 18:19:07,2019-03-15 19:06:29,47,65947,Friday
138,189,2019-03-15 18:17:40,2019-03-15 19:08:01,50,65860,Friday
138,189,2019-03-15 18:46:19,2019-03-15 19:27:03,40,67579,Friday
138,189,2019-03-15 20:02:44,2019-03-15 20:50:45,48,72164,Friday
138,189,2019-03-15 20:02:02,2019-03-15 20:41:23,39,72122,Friday
138,189,2019-03-16 00:00:35,2019-03-16 00:32:28,31,35,Saturday
138,189,2019-03-16 00:25:56,2019-03-16 00:51:01,25,1556,Saturday
138,189,2019-03-16 00:01:48,2019-03-16 00:35:03,33,108,Saturday
138,189,2019-03-16 00:22:24,2019-03-16 00:52:31,30,1344,Saturday
138,189,2019-03-16 01:11:36,2019-03-16 01:36:06,24,4296,Saturday
138,189,2019-03-16 01:47:31,2019-03-16 02:13:14,25,6451,Saturday
138,189,2019-03-16 10:54:06,2019-03-16 11:19:52,25,39246,Saturday
138,189,2019-03-16 10:31:55,2019-03-16 11:05:31,33,37915,Saturday
138,189,2019-03-16 11:39:36,2019-03-16 12:09:41,30,41976,Saturday
138,189,2019-03-16 11:14:40,2019-03-16 11:49:02,34,40480,Saturday
138,189,2019-03-16 14:13:23,2019-03-16 14:48:26,35,51203,Saturday
138,189,2019-03-16 15:42:15,2019-03-16 16:29:32,47,56535,Saturday
138,189,2019-03-16 18:14:32,2019-03-16 18:51:59,37,65672,Saturday
138,189,2019-03-16 20:12:46,2019-03-16 20:39:58,27,72766,Saturday
138,189,2019-03-16 20:28:52,2019-03-16 20:57:45,28,73732,Saturday
138,189,2019-03-16 21:10:16,2019-03-16 21:42:38,32,76216,Saturday
138,189,2019-03-16 21:05:04,2019-03-16 21:39:47,34,75904,Saturday
138,189,2019-03-16 23:35:42,2019-03-17 00:00:22,24,84942,Saturday
138,189,2019-03-17 12:07:46,2019-03-17 12:45:09,37,43666,Sunday
138,189,2019-03-17 12:59:43,2019-03-17 13:26:53,27,46783,Sunday
138,189,2019-03-17 14:17:19,2019-03-17 14:51:06,33,51439,Sunday
138,189,2019-03-17 13:18:49,2019-03-17 13:53:17,34,47929,Sunday
138,189,2019-03-17 14:04:16,2019-03-17 14:31:16,27,50656,Sunday
138,189,2019-03-17 15:07:55,2019-03-17 15:42:02,34,54475,Sunday
138,189,2019-03-17 16:14:13,2019-03-17 16:50:03,35,58453,Sunday
138,189,2019-03-17 18:10:06,2019-03-17 18:56:09,46,65406,Sunday
138,189,2019-03-17 19:14:52,2019-03-17 19:47:15,32,69292,Sunday
138,189,2019-03-17 19:44:10,2019-03-17 20:17:09,32,71050,Sunday
138,189,2019-03-17 19:48:12,2019-03-17 20:23:43,35,71292,Sunday
138,189,2019-03-17 20:37:09,2019-03-17 21:05:01,27,74229,Sunday
138,189,2019-03-17 20:22:46,2019-03-17 20:52:55,30,73366,Sunday
138,189,2019-03-17 21:41:25,2019-03-17 22:10:33,29,78085,Sunday
138,189,2019-03-17 21:12:59,2019-03-17 21:43:17,30,76379,Sunday
138,189,2019-03-17 21:00:23,2019-03-17 21:31:50,31,75623,Sunday
138,189,2019-03-17 22:38:05,2019-03-17 23:02:55,24,81485,Sunday
138,189,2019-03-17 22:43:14,2019-03-17 23:08:07,24,81794,Sunday
138,189,2019-03-17 23:06:10,2019-03-17 23:32:08,25,83170,Sunday
138,189,2019-03-17 23:53:55,2019-03-18 00:15:58,22,86035,Sunday
138,189,2019-03-17 23:39:51,2019-03-18 00:01:10,21,85191,Sunday
138,189,2019-03-18 00:33:26,2019-03-18 00:55:07,21,2006,Monday
138,189,2019-03-18 11:51:36,2019-03-18 12:47:28,55,42696,Monday
138,189,2019-03-18 14:52:03,2019-03-18 15:30:30,38,53523,Monday
