Starting_point_id,Dropping_point_id,Pickup_datetime,Pickup_time,Pickup_time_min,Distance,Duration,Weekday
1,3,2020-02-26 20:49:34,20:49:34,1249,8815,53,Wednesday
3,1,2020-02-26 20:49:35,20:49:35,1249,8086,36,Wednesday
1,3,2020-02-26 20:57:32,20:57:32,1257,8815,47,Wednesday
1,4,2020-02-26 20:57:32,20:57:32,1257,19844,54,Wednesday
1,5,2020-02-26 20:57:33,20:57:33,1257,11149,38,Wednesday
1,8,2020-02-26 20:57:33,20:57:33,1257,12758,43,Wednesday
3,1,2020-02-26 20:57:34,20:57:34,1257,8086,37,Wednesday
3,4,2020-02-26 20:57:34,20:57:34,1257,18892,43,Wednesday
3,5,2020-02-26 20:57:34,20:57:34,1257,10226,30,Wednesday
3,8,2020-02-26 20:57:35,20:57:35,1257,12620,41,Wednesday
4,1,2020-02-26 20:57:35,20:57:35,1257,18553,67,Wednesday
4,3,2020-02-26 20:57:35,20:57:35,1257,17618,52,Wednesday
4,5,2020-02-26 20:57:36,20:57:36,1257,12231,41,Wednesday
4,8,2020-02-26 20:57:36,20:57:36,1257,10084,33,Wednesday
5,1,2020-02-26 20:57:36,20:57:36,1257,8792,32,Wednesday
5,3,2020-02-26 20:57:36,20:57:36,1257,9795,45,Wednesday
5,4,2020-02-26 20:57:36,20:57:36,1257,12350,31,Wednesday
5,8,2020-02-26 20:57:37,20:57:37,1257,4631,24,Wednesday
8,1,2020-02-26 20:57:38,20:57:38,1257,10728,35,Wednesday
8,3,2020-02-26 20:57:38,20:57:38,1257,12060,56,Wednesday
8,4,2020-02-26 20:57:38,20:57:38,1257,10778,29,Wednesday
8,5,2020-02-26 20:57:38,20:57:38,1257,3473,21,Wednesday
1,3,2020-02-26 21:27:38,21:27:38,1287,8815,48,Wednesday
1,4,2020-02-26 21:27:39,21:27:39,1287,18158,50,Wednesday
1,5,2020-02-26 21:27:40,21:27:40,1287,9463,38,Wednesday
1,8,2020-02-26 21:27:40,21:27:40,1287,9971,43,Wednesday
3,1,2020-02-26 21:27:41,21:27:41,1287,8086,35,Wednesday
3,4,2020-02-26 21:27:41,21:27:41,1287,18892,43,Wednesday
3,5,2020-02-26 21:27:42,21:27:42,1287,10226,32,Wednesday
3,8,2020-02-26 21:27:42,21:27:42,1287,12620,40,Wednesday
4,1,2020-02-26 21:27:43,21:27:43,1287,18553,60,Wednesday
4,3,2020-02-26 21:27:43,21:27:43,1287,17618,46,Wednesday
4,5,2020-02-26 21:27:43,21:27:43,1287,12231,37,Wednesday
4,8,2020-02-26 21:27:43,21:27:43,1287,10084,32,Wednesday
5,1,2020-02-26 21:27:44,21:27:44,1287,8792,28,Wednesday
5,3,2020-02-26 21:27:44,21:27:44,1287,11321,43,Wednesday
5,4,2020-02-26 21:27:44,21:27:44,1287,12350,29,Wednesday
5,8,2020-02-26 21:27:44,21:27:44,1287,4631,21,Wednesday
8,1,2020-02-26 21:27:44,21:27:44,1287,9282,31,Wednesday
8,3,2020-02-26 21:27:45,21:27:45,1287,12560,53,Wednesday
8,4,2020-02-26 21:27:45,21:27:45,1287,10778,29,Wednesday
8,5,2020-02-26 21:27:45,21:27:45,1287,3473,20,Wednesday
1,3,2020-02-26 21:57:45,21:57:45,1317,8815,42,Wednesday
1,4,2020-02-26 21:57:46,21:57:46,1317,19844,50,Wednesday
1,5,2020-02-26 21:57:46,21:57:46,1317,11149,36,Wednesday
1,8,2020-02-26 21:57:47,21:57:47,1317,9971,40,Wednesday
3,1,2020-02-26 21:57:47,21:57:47,1317,8086,32,Wednesday
3,4,2020-02-26 21:57:48,21:57:48,1317,18892,43,Wednesday
3,5,2020-02-26 21:57:48,21:57:48,1317,10226,31,Wednesday
3,8,2020-02-26 21:57:48,21:57:48,1317,12620,39,Wednesday
4,1,2020-02-26 21:57:49,21:57:49,1317,19471,48,Wednesday
4,3,2020-02-26 21:57:49,21:57:49,1317,17618,44,Wednesday
4,5,2020-02-26 21:57:49,21:57:49,1317,12231,30,Wednesday
4,8,2020-02-26 21:57:50,21:57:50,1317,10084,28,Wednesday
5,1,2020-02-26 21:57:50,21:57:50,1317,8792,28,Wednesday
5,3,2020-02-26 21:57:50,21:57:50,1317,11321,42,Wednesday
5,4,2020-02-26 21:57:50,21:57:50,1317,12350,31,Wednesday
5,8,2020-02-26 21:57:51,21:57:51,1317,4631,20,Wednesday
8,1,2020-02-26 21:57:51,21:57:51,1317,9282,25,Wednesday
8,3,2020-02-26 21:57:51,21:57:51,1317,12560,49,Wednesday
8,4,2020-02-26 21:57:51,21:57:51,1317,10778,30,Wednesday
8,5,2020-02-26 21:57:51,21:57:51,1317,3473,18,Wednesday
1,3,2020-02-27 11:09:31,11:09:31,669,8815,28,Thursday
1,4,2020-02-27 11:09:32,11:09:32,669,19093,50,Thursday
1,5,2020-02-27 11:09:32,11:09:32,669,10131,43,Thursday
1,8,2020-02-27 11:09:33,11:09:33,669,9971,38,Thursday
3,1,2020-02-27 11:09:34,11:09:34,669,8086,28,Thursday
3,4,2020-02-27 11:09:34,11:09:34,669,18892,43,Thursday
3,5,2020-02-27 11:09:34,11:09:34,669,10226,39,Thursday
3,8,2020-02-27 11:09:34,11:09:34,669,12496,44,Thursday
4,1,2020-02-27 11:09:35,11:09:35,669,20486,61,Thursday
4,3,2020-02-27 11:09:35,11:09:35,669,17618,46,Thursday
4,5,2020-02-27 11:09:36,11:09:36,669,12231,36,Thursday
4,8,2020-02-27 11:09:36,11:09:36,669,10084,32,Thursday
5,1,2020-02-27 11:09:36,11:09:36,669,7874,38,Thursday
5,3,2020-02-27 11:09:36,11:09:36,669,9795,38,Thursday
5,4,2020-02-27 11:09:37,11:09:37,669,12350,30,Thursday
5,8,2020-02-27 11:09:37,11:09:37,669,4631,25,Thursday
8,1,2020-02-27 11:09:37,11:09:37,669,9932,34,Thursday
8,3,2020-02-27 11:09:37,11:09:37,669,12060,46,Thursday
8,4,2020-02-27 11:09:38,11:09:38,669,10778,32,Thursday
8,5,2020-02-27 11:09:38,11:09:38,669,3473,21,Thursday
1,3,2020-02-27 11:39:38,11:39:38,699,8815,30,Thursday
1,4,2020-02-27 11:39:39,11:39:39,699,18702,50,Thursday
1,5,2020-02-27 11:39:39,11:39:39,699,10121,43,Thursday
1,8,2020-02-27 11:39:40,11:39:40,699,10185,38,Thursday
3,1,2020-02-27 11:39:40,11:39:40,699,8086,29,Thursday
3,4,2020-02-27 11:39:40,11:39:40,699,18892,42,Thursday
3,5,2020-02-27 11:39:41,11:39:41,699,10226,35,Thursday
3,8,2020-02-27 11:39:41,11:39:41,699,12195,42,Thursday
4,1,2020-02-27 11:39:41,11:39:41,699,20486,60,Thursday
4,3,2020-02-27 11:39:41,11:39:41,699,18727,47,Thursday
4,5,2020-02-27 11:39:41,11:39:41,699,12231,34,Thursday
4,8,2020-02-27 11:39:42,11:39:42,699,10084,32,Thursday
5,1,2020-02-27 11:39:42,11:39:42,699,8350,39,Thursday
5,3,2020-02-27 11:39:42,11:39:42,699,9795,37,Thursday
5,4,2020-02-27 11:39:43,11:39:43,699,12350,32,Thursday
5,8,2020-02-27 11:39:43,11:39:43,699,4631,25,Thursday
8,1,2020-02-27 11:39:43,11:39:43,699,9282,34,Thursday
8,3,2020-02-27 11:39:43,11:39:43,699,12060,46,Thursday
8,4,2020-02-27 11:39:44,11:39:44,699,10778,29,Thursday
8,5,2020-02-27 11:39:44,11:39:44,699,3473,20,Thursday
1,3,2020-02-27 11:48:38,11:48:38,708,8815,30,Thursday
1,4,2020-02-27 11:48:39,11:48:39,708,18702,49,Thursday
1,5,2020-02-27 11:48:40,11:48:40,708,10037,42,Thursday
1,8,2020-02-27 11:48:40,11:48:40,708,10185,38,Thursday
3,1,2020-02-27 11:48:40,11:48:40,708,8086,32,Thursday
3,4,2020-02-27 11:48:41,11:48:41,708,18892,43,Thursday
3,5,2020-02-27 11:48:41,11:48:41,708,10226,35,Thursday
3,8,2020-02-27 11:48:41,11:48:41,708,12211,42,Thursday
4,1,2020-02-27 11:48:41,11:48:41,708,20486,62,Thursday
4,3,2020-02-27 11:48:42,11:48:42,708,18727,47,Thursday
4,5,2020-02-27 11:48:42,11:48:42,708,12231,36,Thursday
4,8,2020-02-27 11:48:42,11:48:42,708,10084,30,Thursday
5,1,2020-02-27 11:48:42,11:48:42,708,7651,40,Thursday
5,3,2020-02-27 11:48:43,11:48:43,708,9795,37,Thursday
5,4,2020-02-27 11:48:43,11:48:43,708,12360,32,Thursday
5,8,2020-02-27 11:48:43,11:48:43,708,4631,25,Thursday
8,1,2020-02-27 11:48:44,11:48:44,708,9282,36,Thursday
8,3,2020-02-27 11:48:44,11:48:44,708,12060,45,Thursday
8,4,2020-02-27 11:48:44,11:48:44,708,10778,29,Thursday
8,5,2020-02-27 11:48:44,11:48:44,708,3473,19,Thursday
1,3,2020-02-27 12:18:45,12:18:45,738,8815,37,Thursday
1,4,2020-02-27 12:18:45,12:18:45,738,18702,49,Thursday
1,5,2020-02-27 12:18:46,12:18:46,738,10037,42,Thursday
1,8,2020-02-27 12:18:46,12:18:46,738,10185,41,Thursday
3,1,2020-02-27 12:18:47,12:18:47,738,8086,37,Thursday
3,4,2020-02-27 12:18:47,12:18:47,738,18892,41,Thursday
3,5,2020-02-27 12:18:47,12:18:47,738,10226,35,Thursday
3,8,2020-02-27 12:18:48,12:18:48,738,12496,44,Thursday
4,1,2020-02-27 12:18:48,12:18:48,738,19184,65,Thursday
4,3,2020-02-27 12:18:49,12:18:49,738,18727,46,Thursday
4,5,2020-02-27 12:18:49,12:18:49,738,12231,40,Thursday
4,8,2020-02-27 12:18:49,12:18:49,738,10084,32,Thursday
5,1,2020-02-27 12:18:49,12:18:49,738,8350,46,Thursday
5,3,2020-02-27 12:18:50,12:18:50,738,9795,39,Thursday
5,4,2020-02-27 12:18:50,12:18:50,738,12350,29,Thursday
5,8,2020-02-27 12:18:50,12:18:50,738,6002,24,Thursday
8,1,2020-02-27 12:18:50,12:18:50,738,9282,38,Thursday
8,3,2020-02-27 12:18:50,12:18:50,738,12060,46,Thursday
8,4,2020-02-27 12:18:51,12:18:51,738,10778,29,Thursday
8,5,2020-02-27 12:18:51,12:18:51,738,3473,20,Thursday
1,3,2020-02-27 12:48:51,12:48:51,768,8815,36,Thursday
1,4,2020-02-27 12:48:52,12:48:52,768,18702,51,Thursday
1,5,2020-02-27 12:48:52,12:48:52,768,10066,39,Thursday
1,8,2020-02-27 12:48:53,12:48:53,768,11674,41,Thursday
3,1,2020-02-27 12:48:54,12:48:54,768,8086,38,Thursday
3,4,2020-02-27 12:48:54,12:48:54,768,18892,40,Thursday
3,5,2020-02-27 12:48:54,12:48:54,768,10226,33,Thursday
3,8,2020-02-27 12:48:55,12:48:55,768,12496,41,Thursday
4,1,2020-02-27 12:48:55,12:48:55,768,17742,72,Thursday
4,3,2020-02-27 12:48:55,12:48:55,768,17618,45,Thursday
4,5,2020-02-27 12:48:55,12:48:55,768,12231,40,Thursday
4,8,2020-02-27 12:48:56,12:48:56,768,10084,36,Thursday
5,1,2020-02-27 12:48:56,12:48:56,768,8283,46,Thursday
5,3,2020-02-27 12:48:56,12:48:56,768,9795,39,Thursday
5,4,2020-02-27 12:48:56,12:48:56,768,12350,28,Thursday
5,8,2020-02-27 12:48:56,12:48:56,768,6002,24,Thursday
8,1,2020-02-27 12:48:57,12:48:57,768,9282,33,Thursday
8,3,2020-02-27 12:48:57,12:48:57,768,12060,44,Thursday
8,4,2020-02-27 12:48:57,12:48:57,768,10778,31,Thursday
8,5,2020-02-27 12:48:58,12:48:58,768,3473,20,Thursday
1,3,2020-02-27 13:18:58,13:18:58,798,8815,36,Thursday
1,4,2020-02-27 13:18:59,13:18:59,798,18702,53,Thursday
1,5,2020-02-27 13:18:59,13:18:59,798,10037,45,Thursday
1,8,2020-02-27 13:19:00,13:19:00,799,9971,43,Thursday
3,1,2020-02-27 13:19:01,13:19:01,799,8086,38,Thursday
3,4,2020-02-27 13:19:01,13:19:01,799,18892,41,Thursday
3,5,2020-02-27 13:19:01,13:19:01,799,10226,33,Thursday
3,8,2020-02-27 13:19:02,13:19:02,799,12496,39,Thursday
4,1,2020-02-27 13:19:02,13:19:02,799,17742,67,Thursday
4,3,2020-02-27 13:19:02,13:19:02,799,17618,47,Thursday
4,5,2020-02-27 13:19:03,13:19:03,799,12231,35,Thursday
4,8,2020-02-27 13:19:03,13:19:03,799,10084,32,Thursday
5,1,2020-02-27 13:19:03,13:19:03,799,8350,39,Thursday
5,3,2020-02-27 13:19:04,13:19:04,799,9795,38,Thursday
5,4,2020-02-27 13:19:04,13:19:04,799,12350,29,Thursday
5,8,2020-02-27 13:19:04,13:19:04,799,4631,24,Thursday
8,1,2020-02-27 13:19:04,13:19:04,799,9282,34,Thursday
8,3,2020-02-27 13:19:04,13:19:04,799,12060,42,Thursday
8,4,2020-02-27 13:19:05,13:19:05,799,10778,33,Thursday
8,5,2020-02-27 13:19:05,13:19:05,799,3473,19,Thursday
1,3,2020-02-27 13:49:05,13:49:05,829,8815,39,Thursday
1,4,2020-02-27 13:49:06,13:49:06,829,18702,59,Thursday
1,5,2020-02-27 13:49:07,13:49:07,829,10068,44,Thursday
1,8,2020-02-27 13:49:07,13:49:07,829,9971,42,Thursday
3,1,2020-02-27 13:49:08,13:49:08,829,8086,36,Thursday
3,4,2020-02-27 13:49:08,13:49:08,829,18892,41,Thursday
3,5,2020-02-27 13:49:08,13:49:08,829,10226,32,Thursday
3,8,2020-02-27 13:49:09,13:49:09,829,12496,40,Thursday
4,1,2020-02-27 13:49:09,13:49:09,829,19518,59,Thursday
4,3,2020-02-27 13:49:09,13:49:09,829,17618,47,Thursday
4,5,2020-02-27 13:49:09,13:49:09,829,12231,33,Thursday
4,8,2020-02-27 13:49:10,13:49:10,829,10084,32,Thursday
5,1,2020-02-27 13:49:10,13:49:10,829,8350,38,Thursday
5,3,2020-02-27 13:49:10,13:49:10,829,9795,39,Thursday
5,4,2020-02-27 13:49:11,13:49:11,829,12350,31,Thursday
5,8,2020-02-27 13:49:11,13:49:11,829,4631,25,Thursday
8,1,2020-02-27 13:49:11,13:49:11,829,9567,33,Thursday
8,3,2020-02-27 13:49:11,13:49:11,829,12060,44,Thursday
8,4,2020-02-27 13:49:12,13:49:12,829,10778,34,Thursday
8,5,2020-02-27 13:49:12,13:49:12,829,3473,20,Thursday
1,3,2020-02-27 14:19:12,14:19:12,859,8815,42,Thursday
1,4,2020-02-27 14:19:13,14:19:13,859,18117,55,Thursday
1,5,2020-02-27 14:19:13,14:19:13,859,10121,43,Thursday
1,8,2020-02-27 14:19:14,14:19:14,859,9971,44,Thursday
3,1,2020-02-27 14:19:14,14:19:14,859,8086,44,Thursday
3,4,2020-02-27 14:19:14,14:19:14,859,18892,44,Thursday
3,5,2020-02-27 14:19:15,14:19:15,859,10226,32,Thursday
3,8,2020-02-27 14:19:16,14:19:16,859,12496,45,Thursday
4,1,2020-02-27 14:19:16,14:19:16,859,17742,66,Thursday
4,3,2020-02-27 14:19:16,14:19:16,859,17618,48,Thursday
4,5,2020-02-27 14:19:16,14:19:16,859,12231,35,Thursday
4,8,2020-02-27 14:19:16,14:19:16,859,10084,31,Thursday
5,1,2020-02-27 14:19:17,14:19:17,859,8544,43,Thursday
5,3,2020-02-27 14:19:17,14:19:17,859,9795,39,Thursday
5,4,2020-02-27 14:19:17,14:19:17,859,12350,33,Thursday
5,8,2020-02-27 14:19:18,14:19:18,859,4631,25,Thursday
8,1,2020-02-27 14:19:18,14:19:18,859,9567,32,Thursday
8,3,2020-02-27 14:19:18,14:19:18,859,12060,43,Thursday
8,4,2020-02-27 14:19:18,14:19:18,859,10778,36,Thursday
8,5,2020-02-27 14:19:18,14:19:18,859,3473,21,Thursday
1,3,2020-02-27 14:49:19,14:49:19,889,8815,43,Thursday
1,4,2020-02-27 14:49:19,14:49:19,889,17145,52,Thursday
1,5,2020-02-27 14:49:20,14:49:20,889,8479,42,Thursday
1,8,2020-02-27 14:49:21,14:49:21,889,10543,43,Thursday
3,1,2020-02-27 14:49:21,14:49:21,889,8086,51,Thursday
3,4,2020-02-27 14:49:21,14:49:21,889,16608,44,Thursday
3,5,2020-02-27 14:49:22,14:49:22,889,10226,40,Thursday
3,8,2020-02-27 14:49:22,14:49:22,889,14066,49,Thursday
4,1,2020-02-27 14:49:22,14:49:22,889,19202,63,Thursday
4,3,2020-02-27 14:49:23,14:49:23,889,17618,49,Thursday
4,5,2020-02-27 14:49:23,14:49:23,889,12231,36,Thursday
4,8,2020-02-27 14:49:23,14:49:23,889,10084,32,Thursday
5,1,2020-02-27 14:49:24,14:49:24,889,7595,42,Thursday
5,3,2020-02-27 14:49:24,14:49:24,889,9795,40,Thursday
5,4,2020-02-27 14:49:24,14:49:24,889,12360,32,Thursday
5,8,2020-02-27 14:49:24,14:49:24,889,4631,24,Thursday
8,1,2020-02-27 14:49:25,14:49:25,889,9567,35,Thursday
8,3,2020-02-27 14:49:25,14:49:25,889,12060,48,Thursday
8,4,2020-02-27 14:49:25,14:49:25,889,10778,35,Thursday
8,5,2020-02-27 14:49:25,14:49:25,889,3473,18,Thursday
1,3,2020-02-27 15:19:25,15:19:25,919,8815,40,Thursday
1,4,2020-02-27 15:19:27,15:19:27,919,17145,52,Thursday
1,5,2020-02-27 15:19:27,15:19:27,919,8479,41,Thursday
1,8,2020-02-27 15:19:28,15:19:28,919,10185,41,Thursday
3,1,2020-02-27 15:19:28,15:19:28,919,8086,39,Thursday
3,4,2020-02-27 15:19:29,15:19:29,919,16608,43,Thursday
3,5,2020-02-27 15:19:29,15:19:29,919,10226,36,Thursday
3,8,2020-02-27 15:19:30,15:19:30,919,12620,48,Thursday
4,1,2020-02-27 15:19:30,15:19:30,919,19518,65,Thursday
4,3,2020-02-27 15:19:30,15:19:30,919,18727,49,Thursday
4,5,2020-02-27 15:19:31,15:19:31,919,12231,41,Thursday
4,8,2020-02-27 15:19:31,15:19:31,919,10084,33,Thursday
5,1,2020-02-27 15:19:31,15:19:31,919,7874,43,Thursday
5,3,2020-02-27 15:19:31,15:19:31,919,9795,42,Thursday
5,4,2020-02-27 15:19:31,15:19:31,919,12350,31,Thursday
5,8,2020-02-27 15:19:32,15:19:32,919,4631,23,Thursday
8,1,2020-02-27 15:19:32,15:19:32,919,9282,40,Thursday
8,3,2020-02-27 15:19:32,15:19:32,919,12060,46,Thursday
8,4,2020-02-27 15:19:32,15:19:32,919,10778,31,Thursday
8,5,2020-02-27 15:19:33,15:19:33,919,3473,19,Thursday
1,3,2020-02-27 15:49:33,15:49:33,949,8815,36,Thursday
1,4,2020-02-27 15:49:34,15:49:34,949,18702,52,Thursday
1,5,2020-02-27 15:49:34,15:49:34,949,8479,41,Thursday
1,8,2020-02-27 15:49:35,15:49:35,949,10185,42,Thursday
3,1,2020-02-27 15:49:36,15:49:36,949,8086,39,Thursday
3,4,2020-02-27 15:49:36,15:49:36,949,16608,44,Thursday
3,5,2020-02-27 15:49:37,15:49:37,949,10226,35,Thursday
3,8,2020-02-27 15:49:37,15:49:37,949,12620,45,Thursday
4,1,2020-02-27 15:49:37,15:49:37,949,19184,66,Thursday
4,3,2020-02-27 15:49:38,15:49:38,949,17618,48,Thursday
4,5,2020-02-27 15:49:38,15:49:38,949,12231,37,Thursday
4,8,2020-02-27 15:49:38,15:49:38,949,10084,37,Thursday
5,1,2020-02-27 15:49:38,15:49:38,949,7874,45,Thursday
5,3,2020-02-27 15:49:39,15:49:39,949,11321,43,Thursday
5,4,2020-02-27 15:49:39,15:49:39,949,12350,32,Thursday
5,8,2020-02-27 15:49:39,15:49:39,949,4631,23,Thursday
8,1,2020-02-27 15:49:39,15:49:39,949,9282,39,Thursday
8,3,2020-02-27 15:49:39,15:49:39,949,12323,45,Thursday
8,4,2020-02-27 15:49:40,15:49:40,949,10778,33,Thursday
8,5,2020-02-27 15:49:40,15:49:40,949,3473,18,Thursday
1,3,2020-02-27 16:19:40,16:19:40,979,8815,34,Thursday
1,4,2020-02-27 16:19:41,16:19:41,979,18702,56,Thursday
1,5,2020-02-27 16:19:41,16:19:41,979,10037,42,Thursday
1,8,2020-02-27 16:19:42,16:19:42,979,9971,44,Thursday
3,1,2020-02-27 16:19:43,16:19:43,979,8086,38,Thursday
3,4,2020-02-27 16:19:43,16:19:43,979,18892,47,Thursday
3,5,2020-02-27 16:19:43,16:19:43,979,10226,34,Thursday
3,8,2020-02-27 16:19:43,16:19:43,979,12620,46,Thursday
4,1,2020-02-27 16:19:44,16:19:44,979,17742,74,Thursday
4,3,2020-02-27 16:19:44,16:19:44,979,17618,50,Thursday
4,5,2020-02-27 16:19:44,16:19:44,979,12231,37,Thursday
4,8,2020-02-27 16:19:45,16:19:45,979,10084,35,Thursday
5,1,2020-02-27 16:19:45,16:19:45,979,8747,47,Thursday
5,3,2020-02-27 16:19:45,16:19:45,979,9795,43,Thursday
5,4,2020-02-27 16:19:45,16:19:45,979,12350,35,Thursday
5,8,2020-02-27 16:19:46,16:19:46,979,4631,24,Thursday
8,1,2020-02-27 16:19:46,16:19:46,979,9282,43,Thursday
8,3,2020-02-27 16:19:46,16:19:46,979,12060,49,Thursday
8,4,2020-02-27 16:19:46,16:19:46,979,10778,34,Thursday
8,5,2020-02-27 16:19:46,16:19:46,979,3473,20,Thursday
1,3,2020-02-27 16:49:47,16:49:47,1009,8815,38,Thursday
1,4,2020-02-27 16:49:47,16:49:47,1009,18702,62,Thursday
1,5,2020-02-27 16:49:48,16:49:48,1009,10037,47,Thursday
1,8,2020-02-27 16:49:48,16:49:48,1009,9971,47,Thursday
3,1,2020-02-27 16:49:49,16:49:49,1009,8086,40,Thursday
3,4,2020-02-27 16:49:49,16:49:49,1009,18892,48,Thursday
3,5,2020-02-27 16:49:49,16:49:49,1009,10226,33,Thursday
3,8,2020-02-27 16:49:50,16:49:50,1009,12496,48,Thursday
4,1,2020-02-27 16:49:50,16:49:50,1009,19184,71,Thursday
4,3,2020-02-27 16:49:50,16:49:50,1009,18727,52,Thursday
4,5,2020-02-27 16:49:51,16:49:51,1009,12231,39,Thursday
4,8,2020-02-27 16:49:51,16:49:51,1009,10084,35,Thursday
5,1,2020-02-27 16:49:51,16:49:51,1009,9476,50,Thursday
5,3,2020-02-27 16:49:51,16:49:51,1009,11027,37,Thursday
5,4,2020-02-27 16:49:51,16:49:51,1009,12350,35,Thursday
5,8,2020-02-27 16:49:51,16:49:51,1009,4631,26,Thursday
8,1,2020-02-27 16:49:52,16:49:52,1009,9861,46,Thursday
8,3,2020-02-27 16:49:52,16:49:52,1009,12264,48,Thursday
8,4,2020-02-27 16:49:52,16:49:52,1009,10778,38,Thursday
8,5,2020-02-27 16:49:52,16:49:52,1009,3473,22,Thursday
1,3,2020-02-27 17:33:27,17:33:27,1053,8815,72,Thursday
1,4,2020-02-27 17:33:27,17:33:27,1053,17145,101,Thursday
1,5,2020-02-27 17:33:28,17:33:28,1053,8479,73,Thursday
1,8,2020-02-27 17:33:28,17:33:28,1053,9971,78,Thursday
3,1,2020-02-27 17:33:29,17:33:29,1053,8086,74,Thursday
3,4,2020-02-27 17:33:29,17:33:29,1053,18892,91,Thursday
3,5,2020-02-27 17:33:30,17:33:30,1053,10162,71,Thursday
3,8,2020-02-27 17:33:30,17:33:30,1053,12496,103,Thursday
4,1,2020-02-27 17:33:30,17:33:30,1053,17742,146,Thursday
4,3,2020-02-27 17:33:31,17:33:31,1053,17618,74,Thursday
4,5,2020-02-27 17:33:31,17:33:31,1053,12231,72,Thursday
4,8,2020-02-27 17:33:31,17:33:31,1053,10084,66,Thursday
5,1,2020-02-27 17:33:31,17:33:31,1053,8338,75,Thursday
5,3,2020-02-27 17:33:32,17:33:32,1053,9795,78,Thursday
5,4,2020-02-27 17:33:32,17:33:32,1053,12350,53,Thursday
5,8,2020-02-27 17:33:32,17:33:32,1053,4631,36,Thursday
8,1,2020-02-27 17:33:33,17:33:33,1053,9345,67,Thursday
8,3,2020-02-27 17:33:33,17:33:33,1053,12216,94,Thursday
8,4,2020-02-27 17:33:33,17:33:33,1053,10778,60,Thursday
8,5,2020-02-27 17:33:33,17:33:33,1053,3473,31,Thursday
1,3,2020-02-27 18:03:33,18:03:33,1083,8815,79,Thursday
1,4,2020-02-27 18:03:34,18:03:34,1083,17355,105,Thursday
1,5,2020-02-27 18:03:35,18:03:35,1083,8690,76,Thursday
1,8,2020-02-27 18:03:35,18:03:35,1083,9871,80,Thursday
3,1,2020-02-27 18:03:36,18:03:36,1083,8086,78,Thursday
3,4,2020-02-27 18:03:36,18:03:36,1083,18892,96,Thursday
3,5,2020-02-27 18:03:36,18:03:36,1083,10226,67,Thursday
3,8,2020-02-27 18:03:36,18:03:36,1083,12620,95,Thursday
4,1,2020-02-27 18:03:37,18:03:37,1083,19184,154,Thursday
4,3,2020-02-27 18:03:37,18:03:37,1083,17618,72,Thursday
4,5,2020-02-27 18:03:37,18:03:37,1083,12231,80,Thursday
4,8,2020-02-27 18:03:38,18:03:38,1083,10084,69,Thursday
5,1,2020-02-27 18:03:38,18:03:38,1083,7792,76,Thursday
5,3,2020-02-27 18:03:38,18:03:38,1083,11025,87,Thursday
5,4,2020-02-27 18:03:38,18:03:38,1083,12350,56,Thursday
5,8,2020-02-27 18:03:39,18:03:39,1083,4631,39,Thursday
8,1,2020-02-27 18:03:39,18:03:39,1083,9345,68,Thursday
8,3,2020-02-27 18:03:39,18:03:39,1083,12264,108,Thursday
8,4,2020-02-27 18:03:40,18:03:40,1083,10778,63,Thursday
8,5,2020-02-27 18:03:40,18:03:40,1083,3473,31,Thursday
1,3,2020-02-27 18:33:40,18:33:40,1113,8815,84,Thursday
1,4,2020-02-27 18:33:41,18:33:41,1113,19790,107,Thursday
1,5,2020-02-27 18:33:41,18:33:41,1113,11095,75,Thursday
1,8,2020-02-27 18:33:42,18:33:42,1113,9971,82,Thursday
3,1,2020-02-27 18:33:42,18:33:42,1113,8086,79,Thursday
3,4,2020-02-27 18:33:43,18:33:43,1113,18892,97,Thursday
3,5,2020-02-27 18:33:43,18:33:43,1113,10226,65,Thursday
3,8,2020-02-27 18:33:43,18:33:43,1113,12620,91,Thursday
4,1,2020-02-27 18:33:43,18:33:43,1113,20486,156,Thursday
4,3,2020-02-27 18:33:44,18:33:44,1113,19020,79,Thursday
4,5,2020-02-27 18:33:44,18:33:44,1113,12231,87,Thursday
4,8,2020-02-27 18:33:44,18:33:44,1113,10084,72,Thursday
5,1,2020-02-27 18:33:45,18:33:45,1113,8524,79,Thursday
5,3,2020-02-27 18:33:46,18:33:46,1113,11084,88,Thursday
5,4,2020-02-27 18:33:46,18:33:46,1113,12350,59,Thursday
5,8,2020-02-27 18:33:46,18:33:46,1113,4631,40,Thursday
8,1,2020-02-27 18:33:46,18:33:46,1113,9345,68,Thursday
8,3,2020-02-27 18:33:46,18:33:46,1113,12323,111,Thursday
8,4,2020-02-27 18:33:47,18:33:47,1113,10778,66,Thursday
8,5,2020-02-27 18:33:47,18:33:47,1113,3473,32,Thursday
1,3,2020-02-27 19:03:47,19:03:47,1143,8815,86,Thursday
1,4,2020-02-27 19:03:48,19:03:48,1143,17145,102,Thursday
1,5,2020-02-27 19:03:48,19:03:48,1143,8479,76,Thursday
1,8,2020-02-27 19:03:49,19:03:49,1143,9971,83,Thursday
3,1,2020-02-27 19:03:49,19:03:49,1143,8086,76,Thursday
3,4,2020-02-27 19:03:50,19:03:50,1143,18892,90,Thursday
3,5,2020-02-27 19:03:50,19:03:50,1143,10226,63,Thursday
3,8,2020-02-27 19:03:50,19:03:50,1143,12620,87,Thursday
4,1,2020-02-27 19:03:50,19:03:50,1143,17742,152,Thursday
4,3,2020-02-27 19:03:51,19:03:51,1143,17618,69,Thursday
