Starting_point_id,Dropping_point_id,Weekday,Intercept,Power_0,Power_1,Power_2,Power_3,Power_4,Power_5,Power_6,Power_7
5,4,Tuesday,22.26272433553039,8.47556971361515e-17,-8.476256107906767e-11,1.0092359123477269e-11,1.8779082075229244e-09,-6.705032288999968e-12,8.93145542348857e-15,-5.225722798178762e-18,1.130525326602973e-21
5,4,Wednesday,33.836109058282275,-5.152270294549582e-24,-1.6865992116658295e-17,-3.6567907648628304e-18,-1.8721078574533195e-15,-5.782873129660677e-13,1.3976005254946645e-15,-1.1111124985368857e-18,2.9068889497174734e-22
5,4,Thursday,23.059888730951414,6.645289298353941e-17,-2.5693027124170245e-10,8.95597479951641e-12,1.7822787036620286e-09,-6.5141292930884934e-12,8.87715925843879e-15,-5.297393730251994e-18,1.1649257107207177e-21
5,4,Friday,22.17365749599668,3.110502481783929e-17,1.3460334973835466e-12,4.6257801651774045e-12,9.087029824978792e-10,-3.453760650823212e-12,4.883280780283838e-15,-3.03165613741593e-18,6.968976443329523e-22
5,8,Saturday,22.39830514761141,-1.191381615062878e-24,1.5771145314382425e-18,-8.856134056839291e-19,-4.568524698605338e-16,-1.4130035464533602e-13,3.092872017361037e-16,-2.235107879875759e-19,5.309545770660803e-23
5,8,Sunday,17.365977335657096,1.7517327701801158e-17,-7.724192622317645e-11,2.1035027608871736e-12,4.0553724444784516e-10,-1.3073007052009218e-12,1.6213700201509688e-15,-9.010042985032848e-19,1.8724559469287765e-22
5,8,Monday,28.342685464317455,-3.312647904692197e-24,-1.5384088910593867e-19,-2.286640983196276e-18,-1.1423796765868506e-15,-3.433165804417658e-13,8.422572908876674e-16,-6.829149756215354e-19,1.8253827424087969e-22
5,8,Tuesday,17.069409751320457,4.725589255479496e-17,-4.027823461339695e-11,5.61048239882683e-12,1.0467992736510778e-09,-3.635267537238706e-12,4.78683396571613e-15,-2.7998692994912042e-18,6.100355608541162e-22
5,8,Wednesday,22.963854615183028,-4.121331234315843e-24,2.92564514076571e-17,-2.9232648616393418e-18,-1.497003530650968e-15,-4.623680968162922e-13,1.1823631499505094e-15,-9.88445457586745e-19,2.710001757639541e-22
5,8,Thursday,17.912106736495083,4.486993804348087e-17,-4.481983360249248e-11,5.901952682532419e-12,1.1635469343765995e-09,-4.230852019635728e-12,5.785794137622828e-15,-3.4893553178843574e-18,7.795334339935736e-22
5,8,Friday,16.206855436216006,1.536675200878346e-17,6.638751550553286e-12,2.286478873263782e-12,4.495492587420177e-10,-1.6724595571106908e-12,2.36963754319924e-15,-1.4872683474800092e-18,3.461835144360808e-22
8,1,Saturday,24.673093993170944,-1.0249443503979698e-24,1.3567902807702262e-18,-7.618918978248219e-19,-3.930292496036656e-16,-1.215601721971417e-13,4.567819257558151e-16,-4.613921668347234e-19,1.4078286033730251e-22
8,1,Sunday,14.63501619025466,1.2382374675805778e-16,2.880951990406782e-10,1.4919811568725926e-11,2.8839317857784745e-09,-1.0574405315660859e-11,1.4629240242793884e-14,-8.935888156538948e-18,2.0222344803600033e-21
8,1,Monday,39.45803522306853,-2.792804781952113e-24,4.165919562668609e-18,-1.918742744614538e-18,-9.561170948871621e-16,-2.8667736243967467e-13,6.617615309532443e-16,-5.093176505530713e-19,1.2935699956458754e-22
8,1,Tuesday,18.335641362121617,1.009515196721779e-16,1.0401543302892293e-10,1.2318231312179355e-11,2.3117252153557407e-09,-8.098679068921981e-12,1.0669265312092059e-14,-6.212791888361591e-18,1.3439923151140735e-21
