Starting_locationID,Dropping_locationID,Weekday,Degree,Intercept,Power_1,Power_2,Power_3,Power_4,Power_5,Power_6,Power_7,Power_8,Power_9,Power_10,Power_11,Power_12,Power_13,Power_14,Power_15,Power_16,Power_17,Power_18,Power_19,Power_20
100,1,Friday,17,31.016945411382288,2.0455024225027508e-76,-8.23203979843476e-43,-3.1977656640368954e-48,5.634587663381437e-52,6.525304467998525e-55,2.6414787973371412e-61,1.611087356670284e-58,1.2818426396753411e-55,9.722482474350796e-53,6.928838023921291e-50,4.5281041236532e-47,2.5980888614724366e-44,1.196883650195641e-41,3.458931115170545e-39,-8.314890781968566e-42,6.654901454485148e-45,-1.7733459196322922e-48
100,4,Saturday,4,16.36293337065643,-0.02277862992433118,5.587748829265148e-05,-2.14438190210739e-08,-3.987110310181548e-12
100,4,Sunday,6,14.9056486407863,-7.552368099902879e-07,-0.00012041892909330667,4.1875015982338777e-07,-4.860327812072037e-10,2.332689980641667e-13,-3.9861500421650674e-17
100,4,Monday,4,14.917003755621785,-0.030188811681913286,0.00012181438296442118,-1.203415624810763e-07,3.4276002789608256e-11
100,4,Tuesday,11,17.703657120004156,1.614994317480087e-41,3.784458337323963e-26,2.0020844811204702e-30,9.321009830806642e-33,6.1278500889160924e-30,3.63459373141494e-27,1.733554018161546e-24,5.199245571125091e-22,-1.2044849412978143e-24,9.277956652719168e-28,-2.37665879925935e-31
100,4,Wednesday,3,10.700867340478553,0.02556609112848744,-6.044544090819175e-06,-7.880704973717557e-09
100,4,Thursday,5,16.535005961346254,-0.08136360261178019,0.0003564052844705877,-4.5077950777931804e-07,2.1305950307456078e-10,-3.0895618075150714e-14
100,4,Friday,4,14.213001146894623,0.0008072575444280679,3.863811320716649e-05,-4.419608943223634e-08,1.2841050307869447e-11
100,7,Saturday,6,24.949504394489495,-2.795116010310133e-06,-0.00039331614689623216,1.4876432825093667e-06,-2.004906909586209e-09,1.1646525025351926e-12,-2.4851708986594445e-16
100,7,Sunday,8,19.713579675030424,-3.269636976793054e-17,-4.872090328987071e-11,-3.905027879914132e-12,-7.192955808452492e-10,2.828739865463355e-12,-3.946752363553315e-15,2.3689279304464675e-18,-5.219365218600823e-22
100,7,Monday,11,21.42813190175866,2.7058652759272434e-41,4.716282219163519e-26,-1.046443817999482e-30,1.3165973274182795e-32,9.000369377470223e-30,5.31447021788732e-27,2.535933140250126e-24,7.634011235621005e-22,-1.7194869157646535e-24,1.288269587443683e-27,-3.2102013218206025e-31
100,7,Tuesday,11,20.952381571725546,2.728994896951813e-41,1.633177023463865e-25,2.041447783380067e-30,1.3910552300690727e-32,9.796638069329873e-30,5.8112784743749165e-27,2.7786299645859508e-24,8.365332128461976e-22,-1.9102056441881517e-24,1.4527638802853678e-27,-3.678488791581357e-31
100,7,Wednesday,4,24.100685044895766,-0.10714247914090103,0.00041795799055688185,-4.465741611449628e-07,1.4506465058663817e-10
100,7,Thursday,4,27.210747263211626,-0.13793114623593142,0.0005126768619779403,-5.49025077538692e-07,1.812856641059174e-10
100,7,Friday,5,33.05799190720596,-0.2173269213720228,0.0009533907618981773,-1.422194449367405e-06,8.746346050356104e-10,-1.9123881546153128e-13
100,12,Saturday,4,29.58568699047345,-0.12157580860679239,0.0002981106516317451,-2.3680863004750274e-07,5.881359889550816e-11
100,12,Sunday,3,18.352510681061684,-0.03120699715569749,7.690669509047686e-05,-3.967262405207016e-08
100,12,Monday,4,-9.051919218184207,0.15335607763451503,-0.0002613270725806936,1.9752360878884493e-07,-5.6091139093003324e-11
100,12,Tuesday,6,10.523959861170187,9.593782692792366e-07,0.0001818525739867458,-2.668127034145167e-07,-5.3847785300157867e-11,2.652228938683612e-13,-1.1177631547636782e-16
100,12,Wednesday,8,7.436660787530695,1.4469782756420976e-16,-8.25156323237068e-11,1.7688525212471535e-11,3.1955375401302178e-09,-1.1967915092355982e-11,1.698076008170946e-14,-1.0684536151413282e-17,2.500165993805938e-21
100,12,Friday,4,3.164132087616032,0.08496505132971535,-0.0001042289975174024,3.9376407433731064e-08,1.2682662418915653e-13
100,13,Saturday,13,18.236659779540688,9.641607523878109e-54,-6.255053585717306e-32,-2.2107921638841397e-37,-1.4334267348656243e-40,8.34722192302269e-42,6.439644302991403e-39,4.432093482824171e-36,2.6681558868525896e-33,1.2878532278042285e-30,3.8992966979981587e-28,-8.731956100589583e-31,6.515620859592794e-34,-1.619536985567119e-37
100,13,Sunday,10,16.87020860196882,4.033279670917971e-36,3.4288856690233914e-24,3.6352720529362537e-28,1.782769897937175e-27,1.0115111051125524e-24,4.585815399207388e-22,1.3039967199328654e-19,-2.5673329796610933e-22,1.6616163369910769e-25,-3.5286446053398743e-29
100,13,Monday,5,14.441576667544584,-0.009197491924624419,0.00010174597917208956,-1.5361912711708479e-07,8.370816933431983e-11,-1.6025337791524004e-14
100,13,Tuesday,7,13.00183738539883,6.6118591238026964e-12,1.7154749475736756e-08,4.6452914972163134e-07,-1.5324812169250116e-09,2.023868861566175e-12,-1.2286318233198537e-15,2.8300733744951907e-19
100,13,Wednesday,8,17.21208757676901,1.932101835951364e-17,4.0127664967953844e-12,2.914356257047153e-12,5.789249838164549e-10,-2.0121019323760533e-12,2.7365221863356884e-15,-1.6832142739863418e-18,3.8865123655111616e-22
100,13,Thursday,7,13.243607446297297,7.2685667757981115e-12,4.83259610062125e-09,4.188408561984505e-07,-1.354433704263695e-09,1.7881918508485101e-12,-1.0938124772955281e-15,2.541134664446783e-19
100,13,Friday,5,18.296121534743758,-0.054807541666493646,0.00022579792655247615,-2.715080059921278e-07,1.2351854586601877e-10,-1.7320447525934696e-14
100,14,Friday,5,36.17696777188497,-0.13220912549733882,0.0003692744681002621,-2.838430810362208e-07,2.759995443817668e-11,2.5353082126062817e-14
100,17,Tuesday,5,31.017136957954065,-0.0808046669968759,0.00019690363775861562,3.485080326495052e-08,-2.322616818461883e-10,9.735882634310869e-14
100,17,Wednesday,9,25.865425083124137,4.9851860808598603e-29,4.6122347623749346e-20,2.4388841668889156e-23,1.4534387989120924e-20,6.559554636143057e-18,1.865617731361414e-15,-4.233113128111151e-18,3.2071283903574255e-21,-8.106129746029185e-25
100,17,Thursday,6,26.112620671722517,-7.301409740805454e-07,-0.00012974072837043747,8.412507344206839e-07,-1.4035286418073937e-09,9.281054380123957e-13,-2.1822559789126941e-16
100,17,Friday,5,31.291174692047164,-0.07896106012418631,0.0004986883233205305,-8.381736256335362e-07,5.687164689642602e-10,-1.386988896709149e-13
100,24,Saturday,7,14.945796507628657,-6.729842570157406e-12,-3.6404139558665273e-09,-3.7092328529409666e-07,1.399083118659834e-09,-1.894360317261881e-12,1.116841402817545e-15,-2.4413590686570263e-19
100,24,Sunday,7,15.371714540065042,-8.788281924615885e-12,1.3411409180881407e-08,-4.675466294137457e-07,1.9357132595096392e-09,-2.8207661382686536e-12,1.7551359888860993e-15,-3.983374598256277e-19
100,24,Monday,5,12.008329707803757,0.016480335599304348,-8.117651648235112e-05,1.9324461376999692e-07,-1.7039170070411104e-10,4.8686323153201904e-14
100,24,Tuesday,14,19.392454271952676,6.427167347594323e-60,4.7843683335231136e-35,-3.820306961646648e-41,5.589595067898228e-44,2.1094280650982642e-55,4.7614787297615535e-45,3.6765919417515785e-42,2.60081046475833e-39,1.6145405252297282e-36,8.045034128271645e-34,2.5142360597213758e-31,-5.709534133965546e-34,4.307967062170261e-37,-1.0805483830941925e-40
100,24,Wednesday,9,13.535089670576369,1.5665611827109574e-29,1.9926425491134658e-20,7.944576763905343e-24,4.7870032546259e-21,2.1762786805155523e-18,6.219284596272642e-16,-1.3982588027716476e-18,1.0520405540458696e-21,-2.6463219637239606e-25
100,24,Thursday,7,12.214707043070828,5.589178213461501e-12,1.2862783558397887e-08,3.1690561677239376e-07,-9.954783330977868e-10,1.2998870869545063e-12,-7.941101729207449e-16,1.846430261922808e-19
100,24,Friday,4,14.645066045084228,-0.022138910401777397,9.742301221677435e-05,-8.922360005164334e-08,2.235527760175517e-11
100,25,Monday,4,30.78272518339493,-0.08881900623417409,0.00028281229366123266,-2.4940408576720977e-07,6.374699152889294e-11
100,25,Tuesday,11,26.780384991527292,4.894588798833356e-41,-2.8323204266713824e-25,1.3879551363095897e-29,2.7165073150728437e-32,1.8841228845588798e-29,1.1124809633985177e-26,5.28349250668811e-24,1.578140067973892e-21,-3.6008127614819255e-24,2.7331516999742687e-27,-6.901506259702651e-31
100,25,Wednesday,14,27.968254617511896,3.3550893781663875e-59,8.94741197680548e-35,-3.7773373629189405e-39,-7.89166580823243e-43,5.360690212948588e-55,2.1429516544783828e-44,1.6534868511964872e-41,1.1704496330571722e-38,7.277899233135826e-36,3.635171771754097e-33,1.1394949019313204e-30,-2.5779940173765445e-33,1.9412795088519187e-36,-4.865599945422089e-40
100,25,Friday,9,24.78640709355119,2.987210116061513e-29,-5.614329452947215e-20,1.39037168964022e-23,7.904580846156221e-21,3.595220186988225e-18,1.0348153746612422e-15,-2.3401839211109703e-18,1.7650313633571796e-21,-4.434723743959279e-25
100,33,Monday,9,21.879075837548932,1.3207495169119922e-29,3.631619074521068e-20,4.9511993951026514e-24,3.9553316591214695e-21,1.8200535005709485e-18,5.271093526399153e-16,-1.165121215297616e-18,8.613162200547258e-22,-2.130089202916817e-25
100,33,Tuesday,9,19.443306629886614,2.8811735982259947e-29,-3.823213824895112e-20,1.8048389780236583e-23,7.764610545955537e-21,3.494422145436681e-18,9.961629625789581e-16,-2.2080689564257706e-18,1.6356356296106054e-21,-4.046329787853326e-25
100,33,Wednesday,3,13.701850597122649,0.0486823134516984,-1.975084927299917e-05,-8.0660193887964e-09
100,33,Thursday,7,19.631859750749967,-5.706537914006838e-12,-6.24407544803676e-09,-3.1537094488632615e-07,1.4659113806054996e-09,-2.0930191802945608e-12,1.2090809822255028e-15,-2.474716409662906e-19
100,33,Friday,11,23.127934706966204,3.483776490210303e-41,2.479763666967042e-25,5.971764721564136e-30,1.74873824265351e-32,1.1724853566860284e-29,6.922867311259459e-27,3.295556659540514e-24,9.880264963819e-22,-2.222908622273127e-24,1.6654546042770092e-27,-4.153438884456928e-31
100,37,Saturday,5,32.8273867278291,-0.03909315787727703,-3.329605246696626e-05,4.306667027374322e-07,-5.187948411667911e-10,1.748256698628203e-13
100,37,Sunday,6,37.437777594605194,-3.6186980081178275e-06,-0.0005950331345372647,2.2194165120409583e-06,-3.011435640999372e-09,1.7833643552353952e-12,-3.92676369542301e-16
100,41,Saturday,6,18.4941695713169,-9.022196970114203e-07,-0.00013961216745981975,5.608205217814517e-07,-7.567296476371458e-10,4.319046549069941e-13,-9.007413378202116e-17
100,41,Sunday,11,17.163787214067217,1.519717317280852e-41,-6.428313999506182e-26,-1.5957769682362362e-31,8.026925163551235e-33,5.485402159198101e-30,3.201588650598741e-27,1.5059949621260487e-24,4.46350024099822e-22,-9.966737993893769e-25,7.412187280397568e-28,-1.8358619382244682e-31
100,41,Monday,4,20.245064288228974,-0.0639690072537758,0.00024476124390989616,-2.6030558413228415e-07,8.355413288184126e-11
100,41,Tuesday,4,15.477201297270561,-0.011595154018360136,0.00011563840596616346,-1.3950558342702716e-07,4.567549671182725e-11
100,41,Wednesday,15,20.17043154643033,1.1604345001832883e-65,-1.238824556061836e-37,6.089426396038473e-43,-5.262389732921086e-47,-8.552847072262382e-50,9.832052683294815e-51,8.139162806207548e-48,6.339418332262655e-45,4.5250726589534604e-42,2.8342208803744357e-39,1.424473386258372e-36,4.488669017433913e-34,-1.00918587283952e-36,7.551863425340635e-40,-1.88110936718906e-43
100,41,Thursday,4,19.29628518511918,-0.05382653630495518,0.00022980667092109937,-2.4153089382381083e-07,7.508451694432581e-11
100,41,Friday,8,16.800648565916198,1.2329605126302366e-17,1.0758954861625315e-11,1.6677219513758807e-12,3.205940278351193e-10,-5.734967296780703e-13,2.2112411682498995e-16,1.0037088367076504e-19,-5.872250510717057e-23
100,42,Saturday,11,21.29343107142724,1.7103233951562264e-41,2.1339253324001168e-26,-1.4070192147905193e-31,8.57434188009409e-33,5.6186875427806956e-30,3.249154070114733e-27,1.515806806298142e-24,4.457236930997518e-22,-1.0009596173081315e-24,7.509712226780057e-28,-1.8809646102603818e-31
100,42,Sunday,6,20.90232056578918,-4.362799508589888e-07,-7.193435795447721e-05,1.824249463080535e-07,-4.0003015073653926e-11,-1.229452604008507e-13,6.022110066856003e-17
100,42,Monday,8,18.7914290421588,1.9557281614641352e-17,-3.48345173375183e-11,2.5854989913285276e-12,4.869874665799958e-10,-1.3003192141509727e-12,1.3274817202629892e-15,-6.138393496168016e-19,1.083627286400599e-22
100,42,Tuesday,7,20.53893035915108,-6.606871971020862e-13,-6.117644989583442e-10,-3.353826943714554e-08,3.418789690926198e-10,-5.811218254937151e-13,3.566888491053958e-16,-7.414292385308146e-20
100,42,Wednesday,9,20.036062674354152,1.4550909386721047e-29,-2.675599216578473e-21,3.900565560321019e-24,4.1410653750699375e-21,1.875781161852048e-18,5.3645599573255e-16,-1.155417406284505e-18,8.324448178657195e-22,-2.0056715744609966e-25
100,42,Thursday,5,21.244096722324752,-0.02764024493772467,4.942894070472147e-05,1.3743612133170438e-07,-2.318898895523975e-10,8.477742001905399e-14
100,42,Friday,5,20.80337137255128,-0.013480405216525305,-7.138224207493879e-06,2.2505957271982672e-07,-2.9051276048235564e-10,9.943193493374425e-14
100,43,Saturday,5,10.79222235271685,-0.03393654547251958,9.074540317794951e-05,-4.8372178823046716e-08,-2.0513654652185402e-11,1.525566320970268e-14
100,43,Sunday,3,8.54715676625002,-0.002805250152935776,1.8895982341926246e-05,-1.265055624458585e-08
100,43,Monday,6,6.700077143283874,-1.0603618756100114e-06,-0.00019116998753588972,9.923012519480626e-07,-1.6466401183841311e-09,1.1263887200526474e-12,-2.7594462484340195e-16
100,43,Tuesday,4,8.473375199372844,-0.048652309793205964,0.00020542665024933968,-2.3053027496814122e-07,7.884123430830205e-11
100,43,Wednesday,5,17.20137796626895,-0.1607609189694087,0.0006241626507671163,-8.871040787826049e-07,5.442879773836291e-10,-1.2322141304015173e-13
100,43,Thursday,4,11.654112412049628,-0.08102313008293324,0.0002959179520246478,-3.1013195395097726e-07,9.994463308805004e-11
100,43,Friday,6,8.64372944631077,-1.3998124411020915e-06,-0.00025233831666487597,1.2754975016694631e-06,-2.1186567396069227e-09,1.4605592813435108e-12,-3.6107588507079947e-16
100,45,Saturday,4,21.747173773618865,-0.08202610234252035,0.00025130364091450796,-2.2880043523977743e-07,6.532474554229164e-11
100,45,Sunday,11,17.748303760282127,1.5200414802397434e-41,-1.4475883921999688e-26,7.482967337546877e-31,7.848852719108056e-33,5.102267014928429e-30,2.9326663212153933e-27,1.3571304764027005e-24,3.9540121497742248e-22,-8.699143190263458e-25,6.377615876382232e-28,-1.557840837993982e-31
100,45,Monday,5,16.78345370365853,-0.07985925516048673,0.00040359106730049023,-5.741192912452134e-07,3.189050223599145e-10,-6.102165055395204e-14
100,45,Tuesday,3,13.857735140174803,0.03443685233802251,-1.8603815146663376e-05,-3.4993100556553333e-09
100,45,Wednesday,5,17.206791402054296,-0.15246395211596528,0.000715244569289845,-1.0036100765065875e-06,5.628606952008172e-10,-1.11031458706918e-13
100,45,Thursday,11,22.50216073896806,2.260221400252538e-41,1.778908640676159e-25,-1.3101265644194289e-30,1.1993141476436453e-32,8.209674832881192e-30,4.8228818755949536e-27,2.279987092672909e-24,6.783576527542308e-22,-1.5609729112661281e-24,1.1951652705387553e-27,-3.045359312664419e-31
100,45,Friday,15,25.11794194813063,8.364145201243033e-66,-2.328326429627888e-38,-3.895211177272369e-42,1.3254624407274274e-46,-4.276423536124397e-50,8.066740623274617e-51,6.647307574007249e-48,5.146234024177359e-45,3.652049389857199e-42,2.2754816929484795e-39,1.1385591219819875e-36,3.574701028235088e-34,-8.102769901944625e-37,6.1064266023098545e-40,-1.5304800345594598e-43
100,48,Saturday,6,5.673133746888956,-6.106992567591114e-07,-0.00010096475788652962,3.945551390086653e-07,-5.442250701303127e-10,3.2877704810223467e-13,-7.444316484094834e-17
100,48,Sunday,6,5.820581859037373,-3.9176066530672676e-07,-6.431105242493382e-05,1.8823432366933628e-07,-1.6161326515032448e-10,3.415166576379576e-14,5.997484932577931e-18
100,48,Monday,6,4.294671841120676,-4.388197831732846e-07,-7.877603581408798e-05,3.50627789817192e-07,-5.180368654778565e-10,3.211519572222976e-13,-7.232383394626399e-17
100,48,Tuesday,4,5.618892086193875,-0.026040544618017213,8.57699468270056e-05,-7.888264720786747e-08,2.2016507175315423e-11
100,48,Wednesday,6,4.8233996134237,-6.686460141099756e-07,-0.0001196726871718006,5.134777854137362e-07,-7.407768205551165e-10,4.509401638192725e-13,-1.000461296401508e-16
100,48,Thursday,4,5.685696314893225,-0.029663195298540477,9.562423674316334e-05,-8.641562160421342e-08,2.3610724837986678e-11
100,48,Friday,6,6.26484715353668,-7.725740254246238e-07,-0.00013648097703198323,5.502026619300709e-07,-7.843528238740911e-10,4.821460185413364e-13,-1.0908942776067406e-16
100,49,Wednesday,4,26.925152027364188,-0.05552309570594096,0.00026392815126840283,-2.774706457359077e-07,8.40069541761748e-11
100,49,Thursday,4,25.505497089336302,-0.047690461972627704,0.00027808904396972475,-3.0441700553841624e-07,9.465647464740115e-11
100,49,Friday,3,30.517181115801392,-0.01624320014464348,6.520508431399686e-05,-3.6545769361169764e-08
100,50,Saturday,12,7.845672800799623,9.747145852862649e-48,-2.710890787729238e-29,7.5604623593026745e-34,-2.234835856663831e-37,5.202654526637225e-36,3.504657437896955e-33,2.0703202411469638e-30,9.827538963403038e-28,2.9317065196976905e-25,-6.629798384856411e-28,4.9993641765006175e-31,-1.2566965899353668e-34
100,50,Sunday,5,7.267321619608545,-0.01726527527053361,4.39159390214865e-05,1.307050213624501e-08,-6.250044276918452e-11,2.608145739273883e-14
100,50,Monday,4,7.354444098204255,-0.0413128147958308,0.0001474687393884113,-1.5330022272713555e-07,4.8932693397175175e-11
100,50,Tuesday,5,8.004843657078974,-0.04928876918786785,0.00020004647623932898,-2.6826099007023675e-07,1.5003752635382145e-10,-3.078672604399187e-14
100,50,Wednesday,6,5.602838927897004,-5.60655663721906e-07,-0.00010433752502882224,4.99543656501977e-07,-7.474568813592327e-10,4.587662852072247e-13,-1.0122264273375192e-16
100,50,Thursday,5,7.240791895578585,-0.04348604321900765,0.00017913394630712445,-2.2862600258615056e-07,1.1818278178549425e-10,-2.1824816291030105e-14
100,50,Friday,4,7.4636661361049725,-0.04385492206301161,0.00015808729931354534,-1.612875118912222e-07,5.062928981757898e-11
100,61,Saturday,3,39.8871857426288,-0.07703531253406906,0.00017010353954459513,-8.137496572590872e-08
100,61,Sunday,8,36.341158834203775,-9.584917742372235e-17,-2.456887123103173e-10,-1.1921900193619385e-11,-2.1698878636267604e-09,8.55657511881139e-12,-1.2035690365171723e-14,7.27899491639951e-18,-1.6122153447427618e-21
100,61,Tuesday,6,31.118923360380627,-1.9688735495567962e-06,-0.0003401294318640688,1.3356912539934832e-06,-1.5198939187865766e-09,6.129606709312284e-13,-5.990574766224767e-17
100,61,Wednesday,6,31.854248365842977,-2.9726586316298337e-06,-0.0004886446710509665,2.3462820391922016e-06,-3.4939740589284723e-09,2.127377023657483e-12,-4.643565797902935e-16
100,61,Thursday,3,25.65779674078606,-0.0006676292807247624,0.00010850260265529086,-7.333559444662959e-08
100,61,Friday,12,34.98735879698021,8.331914202064678e-47,-3.7171032274239574e-28,3.0158300534102002e-33,-7.268126627924506e-37,3.657068691769436e-35,2.4724700198178866e-32,1.4737506567873218e-29,7.080506556688848e-27,2.1414022458652193e-24,-4.836345541752232e-27,3.63820578103598e-30,-9.112960028898361e-34
100,65,Saturday,5,27.556657393881167,-0.09979355169237174,0.0002190349723923689,-4.956038912535313e-08,-1.0523139534081545e-10,4.70190895168646e-14
100,65,Tuesday,5,24.59390438414227,-0.07896378232248041,0.0003535001030692646,-4.725115396978149e-07,2.5080237159046076e-10,-4.6729926710802854e-14
100,65,Wednesday,5,21.844775116525966,-0.05229882219866261,0.00017744619877176366,-1.0519052853838002e-07,-3.7981219223188374e-11,3.045046682604982e-14
100,65,Thursday,3,14.553571255638257,0.02496465735191704,1.9015580304698022e-05,-2.232081433690448e-08
100,65,Friday,4,24.854799608660972,-0.08660387879158353,0.00029740705716000846,-2.7627992128251144e-07,7.86718108588751e-11
100,66,Saturday,4,26.184634384142637,-0.07736343317640167,0.000188537147535235,-1.1922636284381838e-07,1.7932876335428465e-11
100,66,Tuesday,11,20.44502544401712,4.343440165844648e-41,1.4117234391664393e-25,4.825516876325483e-30,2.2050109310373543e-32,1.47281546618252e-29,8.63810325647749e-27,4.076306605520414e-24,1.2098137953885232e-21,-2.742350977509959e-24,2.0721449449872375e-27,-5.218036333261035e-31
100,66,Friday,4,16.234373038482573,-0.011032617959698574,0.00015007983664535305,-1.8206844504643653e-07,6.086433676565708e-11
100,68,Saturday,6,6.380526253923838,-5.887757559963355e-07,-0.00010198208969667511,3.842068517396785e-07,-4.990475377884583e-10,2.772141242688069e-13,-5.6693841024454e-17
100,68,Sunday,5,7.448318746216582,-0.013293507185995047,-1.9501559628740154e-05,1.3115544970660455e-07,-1.3999180663827825e-10,4.3206524469962964e-14
100,68,Monday,6,4.017096658305687,-4.042780049149213e-07,-7.356851216337231e-05,4.3145205873328936e-07,-7.299867289663361e-10,4.964930419250291e-13,-1.2015268012611426e-16
100,68,Tuesday,6,5.068078851947625,-6.002707653404446e-07,-0.00010748513410780832,5.456492647394508e-07,-8.67980154793716e-10,5.671609515504656e-13,-1.330851051053656e-16
100,68,Wednesday,8,3.2123078524150532,1.9989384655747716e-17,-1.0247362824485347e-11,2.964844584218974e-12,5.823682757281342e-10,-1.7892150376166124e-12,2.117714415532813e-15,-1.1355148188443746e-18,2.3126585756752034e-22
100,68,Thursday,6,4.508951666890949,-4.863333692374796e-07,-8.842526769225411e-05,5.171761031082323e-07,-8.74695234421028e-10,5.945463033861064e-13,-1.4349007835251915e-16
100,68,Friday,4,6.698744637210762,-0.037432328861772446,0.00014527731767696945,-1.5437104393908036e-07,5.007421741300447e-11
100,74,Saturday,4,17.436338090479218,-0.0209719238179238,0.00013165732967189837,-1.5451637195532534e-07,5.202622057610527e-11
100,74,Sunday,4,19.34335054593374,-0.05406450791346188,0.00017322400781082225,-1.572640148735425e-07,4.284170595833143e-11
100,74,Monday,6,15.354451714864144,-9.014561189504222e-07,-0.00015295686301143496,8.383749391959725e-07,-1.3057645398013081e-09,8.086795542614444e-13,-1.7680217023010125e-16
100,74,Tuesday,4,17.125241645085456,-0.054081657705938695,0.00026529437316933534,-2.9491060032541014e-07,9.53146726489081e-11
100,74,Wednesday,4,18.429573824607957,-0.08402914178675255,0.00034627412882155627,-3.5897648566668927e-07,1.1017814783921025e-10
100,74,Thursday,6,16.31062789495839,-8.97296171147923e-07,-0.00015303319381649135,8.492267743228636e-07,-1.2949228540687807e-09,7.792911609131913e-13,-1.6532953586846207e-16
100,74,Friday,4,18.843010395211415,-0.06218184587740529,0.00028538698238174035,-3.109333128868274e-07,9.943390581269996e-11
100,75,Saturday,6,15.545346558354208,-1.2155849831350716e-06,-0.0001997367879677273,8.530813353427331e-07,-1.231828332182158e-09,7.540683935360448e-13,-1.6879062187421505e-16
100,75,Sunday,8,13.934866740308127,-2.3043986646766083e-17,2.6639935260425892e-11,-2.9667498165609365e-12,-5.473601856699912e-10,2.4838257272951438e-12,-3.775339977679594e-15,2.39668249208894e-18,-5.483566575580291e-22
100,75,Monday,8,10.771257222128344,2.8816956449186656e-17,-1.0489082933155476e-11,3.8169001132300076e-12,7.146412969749037e-10,-1.863440741519553e-12,1.808961511613331e-15,-7.663097086482862e-19,1.177543634163019e-22
100,75,Tuesday,5,18.766406461032904,-0.10651228547856066,0.00041337605740580404,-4.774598966011734e-07,1.9625673408313798e-10,-1.9771039942504737e-14
100,75,Wednesday,6,14.27710249727027,-1.6697564712356836e-06,-0.0003059446942678497,1.4811728382641623e-06,-2.2707253208812876e-09,1.4330957070890257e-12,-3.2512210876708314e-16
100,75,Thursday,5,19.552483928512533,-0.1383044118941124,0.0005515607371855533,-6.85029915698343e-07,3.319967193903968e-10,-5.303834945308017e-14
100,75,Friday,5,19.514906442769046,-0.11512344168938357,0.000423164088467622,-4.677724277750795e-07,1.7998053287561794e-10,-1.4343642188608766e-14
100,79,Saturday,5,16.111998871285024,-0.052591703964476114,0.00016632633428146745,-1.7083772047360661e-07,8.02905643535939e-11,-1.6860777134109202e-14
100,79,Sunday,4,17.627905056113953,-0.06331478369869058,0.00017471257805791882,-1.5076818424115073e-07,4.0163457632573855e-11
100,79,Monday,5,13.436135639527988,-0.06660057226775211,0.0003425247144559093,-5.307096153317174e-07,3.3524400221282426e-10,-7.642843606527183e-14
100,79,Tuesday,7,11.037204237796498,2.7214445248583465e-12,-2.1728824608185923e-09,1.5935725612703167e-07,-2.1449324370156033e-10,-2.8406205740949417e-14,1.4312669511459203e-16,-5.087242790632755e-20
100,79,Wednesday,8,10.514840875328467,3.830473050716482e-17,-4.12302486880527e-11,5.4161230738920694e-12,1.0544060877384332e-09,-3.261734830597562e-12,3.8499194235985564e-15,-2.0413315120193275e-18,4.082066002285039e-22
100,79,Thursday,6,12.090323068342336,-6.465875773066888e-07,-0.00010965554788867264,6.852482363847946e-07,-1.1722223226171719e-09,7.999543851840873e-13,-1.942001997154259e-16
100,79,Friday,8,11.340732173839534,3.989704011592679e-17,5.813227082050447e-11,5.37204750691529e-12,1.039053353285535e-09,-3.32631701031838e-12,4.019816733630629e-15,-2.156214902701132e-18,4.31357002713946e-22
100,80,Saturday,5,30.228775687249627,-0.06180666269455626,4.36562952722286e-05,2.2036803430527848e-07,-2.8767372918177105e-10,9.380507861163209e-14
100,80,Friday,14,26.667303497393785,3.2712435888044926e-59,-9.92905686869206e-35,8.381142994489199e-40,-3.01637320300988e-44,3.4973683402157855e-55,2.0022637663851359e-44,1.5501211468336502e-41,1.1026253810351875e-38,6.896309822645821e-36,3.466850152209091e-33,1.094130513635513e-30,-2.5011900636023167e-33,1.9010672321504068e-36,-4.804184453389184e-40
100,87,Saturday,6,19.84417288592744,-1.3030990161798036e-06,-0.00021478833072801723,8.660005965053544e-07,-1.207935175575589e-09,7.226648731750849e-13,-1.5936664840707632e-16
100,87,Sunday,4,22.742039757077062,-0.07619687763846524,0.00021088181690000413,-1.8040475612490924e-07,4.739897008816425e-11
100,87,Monday,5,21.232563136676852,-0.15577617880706193,0.0007352262719054676,-1.1446472321628108e-06,7.451829643650162e-10,-1.7643415864435975e-13
100,87,Tuesday,5,17.03674894159835,-0.07652874649442797,0.0004321851086087218,-6.741211308392418e-07,4.2337803718032683e-10,-9.583193129184074e-14
100,87,Wednesday,8,14.703496001833198,4.5680068126723067e-17,-7.26934254854481e-11,6.4976481506083926e-12,1.257759998357796e-09,-3.996999500395849e-12,4.875864925931427e-15,-2.681818571531608e-18,5.573350895866763e-22
100,87,Thursday,7,16.361204935737277,5.154417547373369e-12,1.6918432874406913e-08,2.8595010115838763e-07,-7.208865117680766e-10,7.669062315427815e-13,-4.0562864076920914e-16,8.711703806069876e-20
100,87,Friday,5,20.607966854755595,-0.10655148503965331,0.0005215199446495719,-7.862820850639028e-07,4.845030082121594e-10,-1.0693152248192092e-13
100,88,Saturday,3,19.26134310352031,-0.02553440318459927,6.42838425049774e-05,-3.227000253720256e-08
100,88,Sunday,5,22.12093523962492,-0.068114472703052,0.00019714205840021712,-1.9483964483747433e-07,7.375724146601978e-11,-8.261912154876952e-15
100,88,Monday,7,14.13466576958497,1.1697506153866328e-11,3.43270224559491e-09,7.687367686656412e-07,-2.606557064488072e-09,3.4331940596912466e-12,-2.0412338619170597e-15,4.565071607458723e-19
